N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
64	;(Lunes)2026/02/02	;74	;Disminuir por47.9%	; --%	;99	;Disminuir por53.5%	; --%	;2293	;Disminuir por46.1%	; --%	;3198	;Disminuir por37.2%	; --%	;145	;Disminuir por61.1%	; --%	;189	;Disminuir por63.7%	; --%	;
65	;(Martes)2026/02/03	;93	;Disminuir por11.4%	; --%	;126	;Disminuir por25.9%	; --%	;2066	;Disminuir por22.5%	; --%	;3028	;Disminuir por7.7%	; --%	;115	;Disminuir por63.9%	; --%	;212	;Disminuir por53.1%	; --%	;
66	;(Miércoles)2026/02/04	;90	;Aumentar por38.5%	; --%	;106	;Disminuir por0.9%	; --%	;2039	;Aumentar por34.9%	; --%	;2942	;Aumentar por45.3%	; --%	;139	;Aumentar por12.1%	; --%	;203	;Aumentar por9.7%	; --%	;
67	;(Jueves)2026/02/05	;70	;Disminuir por50.0%	; --%	;100	;Disminuir por51.5%	; --%	;2160	;Disminuir por44.3%	; --%	;3056	;Disminuir por32.1%	; --%	;104	;Disminuir por70.9%	; --%	;166	;Disminuir por66.9%	; --%	;
68	;(Viernes)2026/02/06	;73	;Disminuir por41.6%	; --%	;85	;Disminuir por48.2%	; --%	;2286	;Disminuir por41.6%	; --%	;3263	;Disminuir por30.9%	; --%	;163	;Disminuir por55.1%	; --%	;247	;Disminuir por51.5%	; --%	;
69	;(Sábado)2026/02/07	;119	;Aumentar por8.2%	; --%	;128	;Disminuir por26.9%	; --%	;2031	;Disminuir por48.1%	; --%	;2856	;Disminuir por39.2%	; --%	;169	;Disminuir por54.7%	; --%	;248	;Disminuir por55.0%	; --%	;
70	;(Domingo)2026/02/08	;86	;Disminuir por44.5%	; --%	;101	;Disminuir por48.7%	; --%	;1354	;Disminuir por67.3%	; --%	;1802	;Disminuir por64.9%	; --%	;109	;Disminuir por75.2%	; --%	;171	;Disminuir por69.9%	; --%	;
71	;(Lunes)2026/02/09	;83	;Disminuir por37.1%	; --%	;104	;Disminuir por43.2%	; --%	;2253	;Disminuir por47.7%	; --%	;3183	;Disminuir por38.6%	; --%	;163	;Disminuir por58.9%	; --%	;219	;Disminuir por58.4%	; --%	;
72	;(Martes)2026/02/10	;81	;Disminuir por13.8%	; --%	;111	;Disminuir por33.1%	; --%	;2149	;Disminuir por37.7%	; --%	;3047	;Disminuir por22.6%	; --%	;155	;Disminuir por53.9%	; --%	;235	;Disminuir por49.7%	; --%	;
73	;(Miércoles)2026/02/11	;75	;Disminuir por30.6%	; --%	;90	;Disminuir por51.9%	; --%	;2137	;Disminuir por48.0%	; --%	;3008	;Disminuir por41.0%	; --%	;169	;Disminuir por53.4%	; --%	;240	;Disminuir por49.3%	; --%	;
74	;(Jueves)2026/02/12	;82	;Aumentar por24.2%	; --%	;93	;Aumentar por14.8%	; --%	;2253	;Disminuir por10.1%	; --%	;3093	;Aumentar por3.0%	; --%	;133	;Disminuir por43.2%	; --%	;195	;Disminuir por44.1%	; --%	;
75	;(Viernes)2026/02/13	;77	;Disminuir por13.5%	; --%	;89	;Disminuir por35.5%	; --%	;2582	;Aumentar por3.3%	; --%	;3545	;Aumentar por13.8%	; --%	;97	;Disminuir por55.7%	; --%	;157	;Disminuir por45.7%	; --%	;
76	;(Sábado)2026/02/14	;61	;Disminuir por49.2%	; --%	;52	;Disminuir por68.7%	; --%	;1443	;Disminuir por64.0%	; --%	;1978	;Disminuir por59.3%	; --%	;12	;Disminuir por96.9%	; --%	;18	;Disminuir por96.6%	; --%	;
77	;(Domingo)2026/02/15	;64	;Disminuir por54.9%	; --%	;72	;Disminuir por64.0%	; --%	;1415	;Disminuir por67.6%	; --%	;1936	;Disminuir por63.7%	; --%	;98	;Disminuir por76.5%	; --%	;140	;Disminuir por74.8%	; --%	;
78	;(Lunes)2026/02/16	;93	;Disminuir por47.2%	; --%	;132	;Disminuir por42.6%	; --%	;2548	;Disminuir por44.9%	; --%	;3463	;Disminuir por37.4%	; --%	;238	;Disminuir por34.4%	; --%	;294	;Disminuir por44.7%	; --%	;
79	;(Martes)2026/02/17	;81	;Disminuir por42.1%	; --%	;116	;Disminuir por38.0%	; --%	;2244	;Disminuir por38.0%	; --%	;3243	;Disminuir por23.5%	; --%	;209	;Disminuir por41.0%	; --%	;256	;Disminuir por47.5%	; --%	;
80	;(Miércoles)2026/02/18	;91	;Disminuir por41.3%	; --%	;101	;Disminuir por50.0%	; --%	;2074	;Disminuir por53.6%	; --%	;3128	;Disminuir por43.6%	; --%	;172	;Disminuir por59.0%	; --%	;229	;Disminuir por59.9%	; --%	;
81	;(Jueves)2026/02/19	;81	;Disminuir por62.5%	; --%	;101	;Disminuir por56.3%	; --%	;2122	;Disminuir por50.2%	; --%	;3201	;Disminuir por38.2%	; --%	;113	;Disminuir por74.5%	; --%	;182	;Disminuir por66.9%	; --%	;
82	;(Viernes)2026/02/20	;80	;Disminuir por55.6%	; --%	;119	;Disminuir por35.3%	; --%	;2297	;Disminuir por49.7%	; --%	;3531	;Disminuir por33.7%	; --%	;139	;Aumentar por3.0%	; --%	;209	;Aumentar por6.6%	; --%	;
83	;(Sábado)2026/02/21	;108	;Disminuir por29.9%	; --%	;123	;Disminuir por36.9%	; --%	;2217	;Disminuir por45.5%	; --%	;3239	;Disminuir por34.0%	; --%	;175	;Disminuir por48.5%	; --%	;259	;Disminuir por55.0%	; --%	;
