N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
44	;(Martes)2026/01/13	;532	;Disminuir por81.4%	; --%	;510	;Disminuir por82.2%	; --%	;255	;Disminuir por70.8%	; --%	;589	;Disminuir por22.4%	; --%	;79	;Disminuir por67.9%	; --%	;64	;Disminuir por52.9%	; --%	;
45	;(Miércoles)2026/01/14	;575	;Disminuir por76.6%	; --%	;481	;Disminuir por81.0%	; --%	;287	;Disminuir por53.9%	; --%	;581	;Disminuir por36.3%	; --%	;67	;Disminuir por71.2%	; --%	;76	;Disminuir por61.6%	; --%	;
46	;(Jueves)2026/01/15	;564	;Disminuir por72.7%	; --%	;429	;Disminuir por79.6%	; --%	;272	;Disminuir por55.5%	; --%	;560	;Disminuir por29.8%	; --%	;96	;Disminuir por47.8%	; --%	;56	;Disminuir por64.1%	; --%	;
47	;(Viernes)2026/01/16	;620	;Disminuir por71.6%	; --%	;509	;Disminuir por76.2%	; --%	;236	;Disminuir por60.5%	; --%	;583	;Disminuir por23.6%	; --%	;90	;Disminuir por57.7%	; --%	;54	;Disminuir por70.5%	; --%	;
48	;(Sábado)2026/01/17	;483	;Disminuir por75.9%	; --%	;454	;Disminuir por77.0%	; --%	;339	;Disminuir por48.2%	; --%	;387	;Disminuir por54.1%	; --%	;15	;Disminuir por93.2%	; --%	;16	;Disminuir por90.2%	; --%	;
49	;(Domingo)2026/01/18	;544	;Disminuir por80.4%	; --%	;526	;Disminuir por80.5%	; --%	;308	;Disminuir por52.5%	; --%	;294	;Disminuir por72.9%	; --%	;86	;Disminuir por65.9%	; --%	;50	;Disminuir por74.2%	; --%	;
50	;(Lunes)2026/01/19	;410	;Disminuir por90.4%	; --%	;418	;Disminuir por90.0%	; --%	;252	;Disminuir por62.2%	; --%	;583	;Disminuir por62.3%	; --%	;72	;Disminuir por66.5%	; --%	;53	;Disminuir por74.6%	; --%	;
51	;(Martes)2026/01/20	;306	;Disminuir por92.1%	; --%	;319	;Disminuir por92.2%	; --%	;255	;Disminuir por68.3%	; --%	;536	;Disminuir por44.3%	; --%	;15	;Disminuir por94.4%	; --%	;16	;Disminuir por90.3%	; --%	;
52	;(Miércoles)2026/01/21	;414	;Disminuir por88.3%	; --%	;385	;Disminuir por89.4%	; --%	;212	;Disminuir por74.2%	; --%	;578	;Disminuir por42.3%	; --%	;49	;Disminuir por80.9%	; --%	;53	;Disminuir por72.8%	; --%	;
53	;(Jueves)2026/01/22	;566	;Disminuir por79.3%	; --%	;521	;Disminuir por80.4%	; --%	;231	;Disminuir por64.4%	; --%	;609	;Disminuir por26.3%	; --%	;72	;Disminuir por64.5%	; --%	;70	;Disminuir por59.8%	; --%	;
