N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
46	;(Jueves)2026/01/15	;115	;Disminuir por76.0%	; --%	;178	;Disminuir por61.0%	; --%	;1019	;Disminuir por46.6%	; --%	;1068	;Disminuir por42.6%	; --%	;143	;Disminuir por59.8%	; --%	;213	;Disminuir por49.4%	; --%	;
47	;(Viernes)2026/01/16	;114	;Disminuir por77.4%	; --%	;172	;Disminuir por65.1%	; --%	;1034	;Disminuir por51.0%	; --%	;1040	;Disminuir por48.6%	; --%	;130	;Disminuir por69.0%	; --%	;186	;Disminuir por64.2%	; --%	;
48	;(Sábado)2026/01/17	;30	;Disminuir por93.9%	; --%	;45	;Disminuir por92.7%	; --%	;891	;Disminuir por55.2%	; --%	;880	;Disminuir por54.7%	; --%	;24	;Disminuir por94.0%	; --%	;44	;Disminuir por90.4%	; --%	;
49	;(Domingo)2026/01/18	;103	;Disminuir por83.5%	; --%	;111	;Disminuir por81.1%	; --%	;758	;Disminuir por72.1%	; --%	;878	;Disminuir por65.1%	; --%	;156	;Disminuir por64.6%	; --%	;254	;Disminuir por47.4%	; --%	;
50	;(Lunes)2026/01/19	;78	;Disminuir por90.2%	; --%	;89	;Disminuir por89.1%	; --%	;1069	;Disminuir por65.8%	; --%	;1120	;Disminuir por60.9%	; --%	;55	;Disminuir por89.0%	; --%	;89	;Disminuir por85.7%	; --%	;
51	;(Martes)2026/01/20	;24	;Disminuir por97.1%	; --%	;26	;Disminuir por96.4%	; --%	;548	;Disminuir por78.6%	; --%	;474	;Disminuir por83.4%	; --%	;13	;Disminuir por97.5%	; --%	;11	;Disminuir por98.4%	; --%	;
52	;(Miércoles)2026/01/21	;73	;Disminuir por87.3%	; --%	;88	;Disminuir por82.9%	; --%	;521	;Disminuir por80.6%	; --%	;322	;Disminuir por87.9%	; --%	;159	;Disminuir por66.2%	; --%	;170	;Disminuir por66.9%	; --%	;
53	;(Jueves)2026/01/22	;244	;Disminuir por55.9%	; --%	;305	;Disminuir por47.0%	; --%	;973	;Disminuir por55.9%	; --%	;1073	;Disminuir por49.7%	; --%	;269	;Disminuir por32.2%	; --%	;268	;Disminuir por45.2%	; --%	;
54	;(Viernes)2026/01/23	;180	;Disminuir por71.2%	; --%	;281	;Disminuir por49.3%	; --%	;1147	;Disminuir por46.4%	; --%	;1207	;Disminuir por44.3%	; --%	;246	;Disminuir por41.1%	; --%	;292	;Disminuir por48.4%	; --%	;
55	;(Sábado)2026/01/24	;88	;Disminuir por83.4%	; --%	;128	;Disminuir por72.8%	; --%	;1021	;Disminuir por54.8%	; --%	;1101	;Disminuir por47.8%	; --%	;121	;Disminuir por71.3%	; --%	;162	;Disminuir por69.5%	; --%	;
56	;(Domingo)2026/01/25	;132	;Disminuir por78.0%	; --%	;145	;Disminuir por68.4%	; --%	;879	;Disminuir por71.7%	; --%	;952	;Disminuir por64.8%	; --%	;206	;Disminuir por54.8%	; --%	;290	;Disminuir por44.8%	; --%	;
57	;(Lunes)2026/01/26	;136	;Disminuir por80.4%	; --%	;225	;Disminuir por59.9%	; --%	;1121	;Disminuir por57.4%	; --%	;1167	;Disminuir por48.4%	; --%	;160	;Disminuir por68.0%	; --%	;203	;Disminuir por61.4%	; --%	;
58	;(Martes)2026/01/27	;77	;Disminuir por88.8%	; --%	;85	;Disminuir por85.8%	; --%	;1062	;Disminuir por53.3%	; --%	;1128	;Disminuir por50.2%	; --%	;105	;Disminuir por77.7%	; --%	;146	;Disminuir por72.4%	; --%	;
59	;(Miércoles)2026/01/28	;70	;Disminuir por88.7%	; --%	;134	;Disminuir por75.4%	; --%	;1082	;Disminuir por53.1%	; --%	;1144	;Disminuir por48.9%	; --%	;57	;Disminuir por87.7%	; --%	;72	;Disminuir por86.6%	; --%	;
60	;(Jueves)2026/01/29	;93	;Disminuir por83.1%	; --%	;156	;Disminuir por72.8%	; --%	;1173	;Disminuir por50.1%	; --%	;1245	;Disminuir por44.6%	; --%	;118	;Disminuir por70.7%	; --%	;164	;Disminuir por64.1%	; --%	;
61	;(Viernes)2026/01/30	;115	;Disminuir por80.3%	; --%	;182	;Disminuir por67.4%	; --%	;1260	;Disminuir por41.4%	; --%	;1303	;Disminuir por38.0%	; --%	;168	;Disminuir por57.9%	; --%	;239	;Disminuir por47.9%	; --%	;
62	;(Sábado)2026/01/31	;103	;Disminuir por82.0%	; --%	;143	;Disminuir por75.7%	; --%	;1035	;Disminuir por56.4%	; --%	;1122	;Disminuir por50.4%	; --%	;91	;Disminuir por78.3%	; --%	;106	;Disminuir por78.1%	; --%	;
63	;(Domingo)2026/02/01	;104	;Disminuir por83.9%	; --%	;115	;Disminuir por80.4%	; --%	;924	;Disminuir por67.9%	; --%	;1057	;Disminuir por59.6%	; --%	;156	;Disminuir por65.0%	; --%	;261	;Disminuir por50.8%	; --%	;
64	;(Lunes)2026/02/02	;86	;Disminuir por90.6%	; --%	;114	;Disminuir por86.4%	; --%	;1184	;Disminuir por61.4%	; --%	;1191	;Disminuir por56.1%	; --%	;143	;Disminuir por70.3%	; --%	;175	;Disminuir por68.1%	; --%	;
65	;(Martes)2026/02/03	;112	;Disminuir por87.6%	; --%	;209	;Disminuir por73.5%	; --%	;1118	;Disminuir por59.7%	; --%	;1213	;Disminuir por57.3%	; --%	;160	;Disminuir por68.5%	; --%	;255	;Disminuir por59.3%	; --%	;
66	;(Miércoles)2026/02/04	;104	;Disminuir por87.6%	; --%	;191	;Disminuir por74.9%	; --%	;1118	;Disminuir por71.8%	; --%	;1158	;Disminuir por68.7%	; --%	;160	;Disminuir por68.3%	; --%	;197	;Disminuir por64.8%	; --%	;
67	;(Jueves)2026/02/05	;89	;Disminuir por89.1%	; --%	;155	;Disminuir por81.8%	; --%	;1211	;Disminuir por52.6%	; --%	;1276	;Disminuir por55.6%	; --%	;100	;Disminuir por78.4%	; --%	;164	;Disminuir por73.4%	; --%	;
68	;(Viernes)2026/02/06	;114	;Disminuir por85.3%	; --%	;185	;Disminuir por77.3%	; --%	;1287	;Disminuir por49.3%	; --%	;1309	;Disminuir por48.4%	; --%	;211	;Disminuir por52.8%	; --%	;314	;Disminuir por43.6%	; --%	;
69	;(Sábado)2026/02/07	;187	;Disminuir por75.6%	; --%	;196	;Disminuir por73.6%	; --%	;1264	;Disminuir por52.4%	; --%	;1391	;Disminuir por45.6%	; --%	;229	;Disminuir por48.5%	; --%	;301	;Disminuir por42.4%	; --%	;
70	;(Domingo)2026/02/08	;175	;Disminuir por78.8%	; --%	;221	;Disminuir por71.0%	; --%	;945	;Disminuir por75.5%	; --%	;1127	;Disminuir por68.9%	; --%	;227	;Disminuir por49.7%	; --%	;302	;Disminuir por45.4%	; --%	;
71	;(Lunes)2026/02/09	;105	;Disminuir por88.4%	; --%	;168	;Disminuir por81.3%	; --%	;1187	;Disminuir por60.7%	; --%	;1256	;Disminuir por57.3%	; --%	;170	;Disminuir por64.4%	; --%	;234	;Disminuir por59.4%	; --%	;
72	;(Martes)2026/02/10	;123	;Disminuir por85.7%	; --%	;192	;Disminuir por78.3%	; --%	;1222	;Disminuir por50.7%	; --%	;1238	;Disminuir por56.6%	; --%	;197	;Disminuir por55.8%	; --%	;257	;Disminuir por60.2%	; --%	;
73	;(Miércoles)2026/02/11	;110	;Disminuir por85.3%	; --%	;198	;Disminuir por73.1%	; --%	;1195	;Disminuir por56.6%	; --%	;1230	;Disminuir por54.7%	; --%	;206	;Disminuir por56.8%	; --%	;274	;Disminuir por51.7%	; --%	;
74	;(Jueves)2026/02/12	;122	;Disminuir por83.5%	; --%	;223	;Disminuir por69.6%	; --%	;1244	;Disminuir por52.3%	; --%	;1301	;Disminuir por45.3%	; --%	;133	;Disminuir por70.0%	; --%	;167	;Disminuir por70.1%	; --%	;
75	;(Viernes)2026/02/13	;101	;Disminuir por87.0%	; --%	;138	;Disminuir por82.0%	; --%	;1377	;Disminuir por53.2%	; --%	;1368	;Disminuir por49.0%	; --%	;106	;Disminuir por76.1%	; --%	;143	;Disminuir por75.1%	; --%	;
76	;(Sábado)2026/02/14	;71	;Disminuir por91.7%	; --%	;144	;Disminuir por81.4%	; --%	;736	;Disminuir por74.2%	; --%	;813	;Disminuir por67.7%	; --%	;12	;Disminuir por97.6%	; --%	;12	;Disminuir por97.9%	; --%	;
77	;(Domingo)2026/02/15	;147	;Disminuir por83.8%	; --%	;159	;Disminuir por79.8%	; --%	;1324	;Disminuir por64.6%	; --%	;1471	;Disminuir por58.8%	; --%	;162	;Disminuir por68.4%	; --%	;279	;Disminuir por54.2%	; --%	;
78	;(Lunes)2026/02/16	;204	;Disminuir por79.3%	; --%	;319	;Disminuir por64.9%	; --%	;1442	;Disminuir por56.9%	; --%	;1401	;Disminuir por56.0%	; --%	;253	;Disminuir por44.6%	; --%	;380	;Disminuir por41.6%	; --%	;
79	;(Martes)2026/02/17	;233	;Disminuir por78.9%	; --%	;461	;Disminuir por53.7%	; --%	;1483	;Disminuir por44.6%	; --%	;1607	;Disminuir por46.6%	; --%	;308	;Disminuir por37.8%	; --%	;357	;Disminuir por48.6%	; --%	;
80	;(Miércoles)2026/02/18	;179	;Disminuir por81.8%	; --%	;302	;Disminuir por68.3%	; --%	;1364	;Disminuir por54.3%	; --%	;1607	;Disminuir por45.8%	; --%	;215	;Disminuir por59.2%	; --%	;360	;Disminuir por45.2%	; --%	;
81	;(Jueves)2026/02/19	;250	;Disminuir por76.7%	; --%	;395	;Disminuir por60.1%	; --%	;1416	;Disminuir por54.1%	; --%	;1673	;Disminuir por44.3%	; --%	;152	;Disminuir por70.9%	; --%	;251	;Disminuir por64.4%	; --%	;
82	;(Viernes)2026/02/20	;247	;Disminuir por70.9%	; --%	;401	;Disminuir por44.1%	; --%	;1430	;Disminuir por55.0%	; --%	;1725	;Disminuir por43.3%	; --%	;202	;Disminuir por21.1%	; --%	;272	;Disminuir por12.0%	; --%	;
83	;(Sábado)2026/02/21	;274	;Disminuir por66.4%	; --%	;390	;Disminuir por39.1%	; --%	;1429	;Disminuir por48.5%	; --%	;1704	;Disminuir por27.7%	; --%	;294	;Disminuir por26.3%	; --%	;416	;Disminuir por14.9%	; --%	;
84	;(Domingo)2026/02/22	;291	;Disminuir por69.4%	; --%	;299	;Disminuir por63.4%	; --%	;1345	;Disminuir por64.0%	; --%	;1696	;Disminuir por49.6%	; --%	;286	;Disminuir por28.3%	; --%	;475	;Aumentar por5.8%	; --%	;
85	;(Lunes)2026/02/23	;189	;Disminuir por83.6%	; --%	;344	;Disminuir por76.4%	; --%	;1387	;Disminuir por59.3%	; --%	;1620	;Disminuir por48.6%	; --%	;282	;Aumentar por10.6%	; --%	;409	;Aumentar por27.4%	; --%	;
86	;(Martes)2026/02/24	;243	;Disminuir por79.5%	; --%	;321	;Disminuir por83.8%	; --%	;1393	;Disminuir por50.5%	; --%	;1585	;Disminuir por50.2%	; --%	;186	;Disminuir por64.2%	; --%	;298	;Disminuir por59.8%	; --%	;
87	;(Miércoles)2026/02/25	;169	;Disminuir por85.1%	; --%	;165	;Disminuir por90.1%	; --%	;1293	;Disminuir por56.5%	; --%	;1570	;Disminuir por45.7%	; --%	;141	;Disminuir por75.0%	; --%	;198	;Disminuir por70.7%	; --%	;
