N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
63	;(Domingo)2026/02/01	;638	;Disminuir por56.2%	; --%	;609	;Disminuir por34.7%	; --%	;713	;Disminuir por48.6%	; --%	;573	;Disminuir por32.6%	; --%	;139	;Disminuir por69.2%	; --%	;118	;Disminuir por58.0%	; --%	;
64	;(Lunes)2026/02/02	;280	;Disminuir por86.4%	; --%	;249	;Disminuir por83.3%	; --%	;742	;Disminuir por56.1%	; --%	;584	;Disminuir por31.8%	; --%	;131	;Disminuir por70.4%	; --%	;112	;Disminuir por58.5%	; --%	;
65	;(Martes)2026/02/03	;345	;Disminuir por85.0%	; --%	;321	;Disminuir por80.4%	; --%	;688	;Disminuir por49.6%	; --%	;555	;Disminuir por35.2%	; --%	;149	;Disminuir por62.3%	; --%	;137	;Disminuir por60.3%	; --%	;
66	;(Miércoles)2026/02/04	;319	;Disminuir por82.7%	; --%	;285	;Disminuir por89.4%	; --%	;612	;Disminuir por64.1%	; --%	;440	;Disminuir por53.6%	; --%	;154	;Disminuir por63.8%	; --%	;115	;Disminuir por62.9%	; --%	;
67	;(Jueves)2026/02/05	;121	;Disminuir por95.1%	; --%	;94	;Disminuir por93.0%	; --%	;356	;Disminuir por75.8%	; --%	;269	;Disminuir por67.3%	; --%	;63	;Disminuir por85.6%	; --%	;40	;Disminuir por86.2%	; --%	;
68	;(Viernes)2026/02/06	;551	;Disminuir por64.7%	; --%	;485	;Disminuir por61.7%	; --%	;801	;Disminuir por39.3%	; --%	;587	;Disminuir por21.6%	; --%	;179	;Disminuir por51.9%	; --%	;114	;Disminuir por55.6%	; --%	;
69	;(Sábado)2026/02/07	;1109	;Disminuir por32.3%	; --%	;1589	;Aumentar por42.9%	; --%	;793	;Disminuir por41.0%	; --%	;566	;Disminuir por31.1%	; --%	;200	;Disminuir por50.0%	; --%	;206	;Disminuir por25.9%	; --%	;
70	;(Domingo)2026/02/08	;1210	;Disminuir por28.6%	; --%	;1640	;Aumentar por41.9%	; --%	;747	;Disminuir por45.0%	; --%	;524	;Disminuir por34.0%	; --%	;187	;Disminuir por51.3%	; --%	;190	;Disminuir por30.9%	; --%	;
71	;(Lunes)2026/02/09	;434	;Disminuir por82.3%	; --%	;389	;Disminuir por78.6%	; --%	;777	;Disminuir por49.9%	; --%	;594	;Disminuir por21.8%	; --%	;157	;Disminuir por61.5%	; --%	;140	;Disminuir por56.1%	; --%	;
72	;(Martes)2026/02/10	;423	;Disminuir por78.2%	; --%	;299	;Disminuir por79.5%	; --%	;661	;Disminuir por44.4%	; --%	;529	;Disminuir por18.9%	; --%	;161	;Disminuir por59.2%	; --%	;146	;Disminuir por56.9%	; --%	;
73	;(Miércoles)2026/02/11	;342	;Disminuir por75.5%	; --%	;324	;Disminuir por66.8%	; --%	;691	;Disminuir por54.0%	; --%	;571	;Disminuir por32.0%	; --%	;190	;Disminuir por49.6%	; --%	;138	;Disminuir por56.2%	; --%	;
74	;(Jueves)2026/02/12	;580	;Disminuir por54.6%	; --%	;411	;Disminuir por61.6%	; --%	;801	;Disminuir por35.4%	; --%	;676	;Disminuir por10.0%	; --%	;162	;Disminuir por56.9%	; --%	;105	;Disminuir por57.8%	; --%	;
75	;(Viernes)2026/02/13	;615	;Disminuir por60.2%	; --%	;487	;Disminuir por58.4%	; --%	;814	;Disminuir por38.9%	; --%	;701	;Disminuir por10.9%	; --%	;109	;Disminuir por72.9%	; --%	;63	;Disminuir por75.5%	; --%	;
76	;(Sábado)2026/02/14	;553	;Disminuir por69.4%	; --%	;353	;Disminuir por69.2%	; --%	;735	;Disminuir por43.0%	; --%	;556	;Disminuir por26.2%	; --%	;13	;Disminuir por96.7%	; --%	;7	;Disminuir por97.6%	; --%	;
77	;(Domingo)2026/02/15	;911	;Disminuir por54.9%	; --%	;726	;Disminuir por48.8%	; --%	;823	;Disminuir por43.8%	; --%	;644	;Disminuir por23.2%	; --%	;147	;Disminuir por66.2%	; --%	;131	;Disminuir por54.8%	; --%	;
78	;(Lunes)2026/02/16	;670	;Disminuir por75.9%	; --%	;558	;Disminuir por72.9%	; --%	;982	;Disminuir por30.6%	; --%	;687	;Disminuir por10.7%	; --%	;229	;Disminuir por41.1%	; --%	;184	;Disminuir por34.5%	; --%	;
79	;(Martes)2026/02/17	;607	;Disminuir por74.6%	; --%	;529	;Disminuir por70.6%	; --%	;778	;Disminuir por47.0%	; --%	;612	;Disminuir por22.9%	; --%	;219	;Disminuir por49.7%	; --%	;151	;Disminuir por54.4%	; --%	;
80	;(Miércoles)2026/02/18	;581	;Disminuir por66.2%	; --%	;434	;Disminuir por62.6%	; --%	;957	;Disminuir por45.5%	; --%	;650	;Disminuir por36.2%	; --%	;163	;Disminuir por62.7%	; --%	;134	;Disminuir por58.0%	; --%	;
81	;(Jueves)2026/02/19	;621	;Disminuir por68.8%	; --%	;507	;Disminuir por63.9%	; --%	;1040	;Disminuir por30.5%	; --%	;587	;Disminuir por31.6%	; --%	;146	;Disminuir por66.2%	; --%	;108	;Disminuir por65.4%	; --%	;
82	;(Viernes)2026/02/20	;593	;Disminuir por66.2%	; --%	;414	;Disminuir por72.2%	; --%	;1153	;Disminuir por22.5%	; --%	;683	;Disminuir por31.7%	; --%	;172	;Disminuir por23.2%	; --%	;118	;Disminuir por30.2%	; --%	;
