Análisis de tipo multiobjetivo	;
Información básica	;
Hora de exportación: 2026/08/11 10:04:29	;
Operador: Touristcheck	;
Objetivo de estadísticas: C Mayor - Baluarte Del Principe	;
Exportar contenido:Número de personas,Vehículos a motor,Vehículos sin motor	;
Hora del informe: 2026/06/01 00:00:00 - 2026/08/31 23:59:59	;

Personas totales	; 	; 	; 	; 	; 	;Total de vehículos a motor	; 	; 	; 	; 	; 	;Total de vehículos sin motor	;
Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
331870	;Aumentar por39.9%	;Disminuir por38.7%	;247340	;Aumentar por41.5%	;Disminuir por35.7%	;17423	;Disminuir por34.7%	;Disminuir por13.5%	;3945	;Disminuir por56.2%	;Aumentar por13.8%	;10821	;Aumentar por61.1%	;Disminuir por17.3%	;2776	;Aumentar por97.0%	;Aumentar por29.4%	;

N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
348	;06/15 11:00 - 12:00	;163	;Disminuir por63.9%	;Disminuir por57.2%	;100	;Disminuir por64.9%	;Disminuir por54.5%	;12	;Disminuir por25.0%	;Aumentar por9.1%	;0	;Disminuir por100.0%	; --%	;9	;Aumentar por350.0%	;Disminuir por18.2%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
349	;06/15 12:00 - 13:00	;239	;Disminuir por41.8%	;Disminuir por27.1%	;189	;Disminuir por42.6%	;Disminuir por36.1%	;14	;Aumentar por180.0%	;Aumentar por40.0%	;1	; --%	; --%	;11	;Aumentar por450.0%	;Sin cambios	;2	; --%	;Aumentar por100.0%	;
350	;06/15 13:00 - 14:00	;108	;Disminuir por70.8%	;Disminuir por43.5%	;121	;Disminuir por64.1%	;Disminuir por51.6%	;19	;Aumentar por90.0%	;Aumentar por111.1%	;5	; --%	;Aumentar por66.7%	;11	;Aumentar por175.0%	;Aumentar por22.2%	;2	;Sin cambios	;Disminuir por33.3%	;
351	;06/15 14:00 - 15:00	;94	;Disminuir por53.0%	;Disminuir por36.9%	;66	;Disminuir por74.0%	;Disminuir por61.8%	;8	;Disminuir por20.0%	;Disminuir por11.1%	;2	;Disminuir por50.0%	;Sin cambios	;2	;Sin cambios	;Disminuir por66.7%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
352	;06/15 15:00 - 16:00	;120	;Disminuir por27.7%	;Disminuir por30.2%	;101	;Disminuir por10.6%	;Disminuir por24.6%	;17	;Aumentar por112.5%	;Aumentar por325.0%	;6	;Aumentar por20.0%	; --%	;4	;Aumentar por300.0%	;Aumentar por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
353	;06/15 16:00 - 17:00	;116	;Disminuir por38.9%	;Disminuir por47.3%	;62	;Disminuir por31.9%	;Disminuir por66.8%	;9	;Sin cambios	;Aumentar por125.0%	;0	;Disminuir por100.0%	; --%	;6	;Aumentar por200.0%	;Aumentar por100.0%	;0	; --%	;Disminuir por100.0%	;
354	;06/15 17:00 - 18:00	;151	;Disminuir por26.3%	;Disminuir por50.0%	;80	;Disminuir por62.3%	;Disminuir por50.3%	;15	;Aumentar por66.7%	;Aumentar por25.0%	;1	;Disminuir por50.0%	;Sin cambios	;8	;Aumentar por700.0%	;Disminuir por20.0%	;0	; --%	; --%	;
355	;06/15 18:00 - 19:00	;111	;Disminuir por12.6%	;Disminuir por61.2%	;63	;Disminuir por43.2%	;Disminuir por64.2%	;24	;Disminuir por20.0%	;Aumentar por166.7%	;8	;Disminuir por27.3%	; --%	;10	;Aumentar por400.0%	;Disminuir por9.1%	;0	;Disminuir por100.0%	; --%	;
356	;06/15 19:00 - 20:00	;159	;Aumentar por148.4%	;Disminuir por68.3%	;72	;Aumentar por80.0%	;Disminuir por62.7%	;13	;Aumentar por116.7%	;Aumentar por85.7%	;4	;Aumentar por300.0%	; --%	;9	;Aumentar por350.0%	;Aumentar por28.6%	;0	;Disminuir por100.0%	; --%	;
357	;06/15 20:00 - 21:00	;277	;Aumentar por1529.4%	;Disminuir por34.7%	;207	;Aumentar por1625.0%	;Disminuir por14.1%	;6	;Aumentar por20.0%	;Aumentar por100.0%	;0	; --%	; --%	;10	;Aumentar por400.0%	;Aumentar por25.0%	;3	;Aumentar por50.0%	;Aumentar por200.0%	;
358	;06/15 21:00 - 22:00	;315	;Aumentar por3837.5%	;Aumentar por288.9%	;198	;Aumentar por3860.0%	;Aumentar por53.5%	;5	;Sin cambios	;Aumentar por150.0%	;0	; --%	; --%	;4	;Aumentar por100.0%	;Aumentar por300.0%	;1	; --%	;Sin cambios	;
359	;06/15 22:00 - 23:00	;235	;Aumentar por11650.0%	;Aumentar por327.3%	;167	; --%	;Aumentar por183.1%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;1	; --%	;Sin cambios	;3	; --%	; --%	;
360	;06/15 23:00 - 24:00	;90	; --%	;Aumentar por500.0%	;68	;Aumentar por3300.0%	;Aumentar por223.8%	;4	;Aumentar por300.0%	;Sin cambios	;0	; --%	; --%	;3	; --%	;Aumentar por200.0%	;0	; --%	;Disminuir por100.0%	;
361	;06/16 00:00 - 01:00	;15	; --%	;Aumentar por87.5%	;19	;Aumentar por1800.0%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;
362	;06/16 01:00 - 02:00	;5	; --%	;Aumentar por400.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
363	;06/16 02:00 - 03:00	;1	; --%	;Disminuir por66.7%	;1	; --%	;Disminuir por85.7%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
364	;06/16 03:00 - 04:00	;1	;Disminuir por66.7%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
365	;06/16 04:00 - 05:00	;1	; --%	;Disminuir por50.0%	;0	; --%	;Disminuir por100.0%	;2	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
366	;06/16 05:00 - 06:00	;1	;Sin cambios	;Sin cambios	;2	;Sin cambios	;Sin cambios	;2	; --%	;Aumentar por100.0%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
367	;06/16 06:00 - 07:00	;2	;Disminuir por33.3%	;Aumentar por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;1	;Disminuir por50.0%	; --%	;0	; --%	; --%	;1	;Sin cambios	;Sin cambios	;1	; --%	;Sin cambios	;
368	;06/16 07:00 - 08:00	;7	;Aumentar por40.0%	;Disminuir por50.0%	;14	;Aumentar por250.0%	;Aumentar por40.0%	;9	;Disminuir por30.8%	;Disminuir por25.0%	;0	;Disminuir por100.0%	; --%	;3	; --%	;Disminuir por25.0%	;0	; --%	;Disminuir por100.0%	;
369	;06/16 08:00 - 09:00	;14	;Sin cambios	;Disminuir por17.6%	;18	;Aumentar por5.9%	;Disminuir por18.2%	;24	;Disminuir por14.3%	;Aumentar por14.3%	;2	; --%	; --%	;2	;Aumentar por100.0%	;Disminuir por60.0%	;0	; --%	; --%	;
370	;06/16 09:00 - 10:00	;32	;Aumentar por357.1%	;Aumentar por3.2%	;20	;Sin cambios	;Disminuir por44.4%	;41	;Aumentar por241.7%	;Aumentar por57.7%	;16	; --%	;Aumentar por700.0%	;11	;Aumentar por450.0%	;Aumentar por83.3%	;0	; --%	; --%	;
371	;06/16 10:00 - 11:00	;223	;Aumentar por223.2%	;Disminuir por20.6%	;86	;Aumentar por244.0%	;Aumentar por32.3%	;34	;Sin cambios	;Disminuir por5.6%	;5	; --%	;Aumentar por400.0%	;8	;Disminuir por11.1%	;Disminuir por38.5%	;0	; --%	; --%	;
372	;06/16 11:00 - 12:00	;159	;Disminuir por36.9%	;Disminuir por28.1%	;96	;Aumentar por17.1%	;Disminuir por11.9%	;21	;Disminuir por30.0%	;Aumentar por5.0%	;1	;Disminuir por50.0%	; --%	;9	;Aumentar por12.5%	;Sin cambios	;0	; --%	; --%	;
373	;06/16 12:00 - 13:00	;142	;Disminuir por38.5%	;Disminuir por43.2%	;116	;Disminuir por29.7%	;Disminuir por25.6%	;18	;Aumentar por28.6%	;Aumentar por38.5%	;0	; --%	; --%	;8	;Aumentar por700.0%	;Aumentar por33.3%	;1	;Disminuir por50.0%	;Sin cambios	;
374	;06/16 13:00 - 14:00	;131	;Disminuir por24.3%	;Aumentar por12.9%	;153	;Aumentar por13.3%	;Aumentar por26.4%	;19	;Aumentar por46.2%	;Aumentar por58.3%	;1	; --%	; --%	;8	;Aumentar por33.3%	;Sin cambios	;1	;Disminuir por50.0%	; --%	;
375	;06/16 14:00 - 15:00	;42	;Disminuir por45.5%	;Disminuir por46.2%	;94	;Disminuir por31.9%	;Aumentar por13.3%	;18	;Disminuir por89.0%	;Disminuir por67.3%	;6	;Disminuir por96.1%	;Disminuir por86.0%	;7	;Aumentar por250.0%	;Sin cambios	;1	;Disminuir por50.0%	; --%	;
376	;06/16 15:00 - 16:00	;82	;Disminuir por29.9%	;Disminuir por23.4%	;133	;Aumentar por121.7%	;Aumentar por111.1%	;13	;Disminuir por87.6%	;Disminuir por38.1%	;4	;Disminuir por95.3%	;Disminuir por55.6%	;7	;Aumentar por250.0%	;Aumentar por250.0%	;1	;Sin cambios	;Sin cambios	;
377	;06/16 16:00 - 17:00	;82	;Aumentar por18.8%	;Disminuir por30.5%	;76	;Aumentar por8.6%	;Aumentar por15.2%	;15	;Disminuir por83.3%	;Disminuir por11.8%	;1	;Disminuir por98.6%	;Sin cambios	;8	;Aumentar por166.7%	;Aumentar por14.3%	;1	;Sin cambios	;Disminuir por50.0%	;
378	;06/16 17:00 - 18:00	;102	;Aumentar por20.0%	;Disminuir por35.4%	;58	;Disminuir por28.4%	;Disminuir por22.7%	;24	;Aumentar por300.0%	;Aumentar por140.0%	;7	; --%	;Aumentar por600.0%	;10	;Aumentar por100.0%	;Disminuir por23.1%	;0	;Disminuir por100.0%	; --%	;
379	;06/16 18:00 - 19:00	;156	;Aumentar por73.3%	;Disminuir por33.9%	;85	;Aumentar por28.8%	;Aumentar por14.9%	;8	;Disminuir por46.7%	;Disminuir por11.1%	;0	;Disminuir por100.0%	; --%	;12	;Aumentar por300.0%	;Aumentar por33.3%	;2	;Aumentar por100.0%	;Disminuir por33.3%	;
380	;06/16 19:00 - 20:00	;413	;Aumentar por1016.2%	;Aumentar por9.3%	;199	;Aumentar por362.8%	;Aumentar por23.6%	;11	;Disminuir por26.7%	;Aumentar por37.5%	;2	; --%	; --%	;15	;Aumentar por650.0%	;Aumentar por15.4%	;1	; --%	;Sin cambios	;
381	;06/16 20:00 - 21:00	;401	;Aumentar por2984.6%	;Aumentar por10.2%	;280	;Aumentar por1900.0%	;Aumentar por35.3%	;4	;Disminuir por63.6%	;Disminuir por42.9%	;0	; --%	; --%	;7	;Aumentar por250.0%	;Disminuir por12.5%	;1	;Sin cambios	;Sin cambios	;
382	;06/16 21:00 - 22:00	;273	;Aumentar por3800.0%	;Disminuir por4.9%	;287	;Aumentar por9466.7%	;Aumentar por28.7%	;4	;Disminuir por20.0%	;Aumentar por33.3%	;0	; --%	; --%	;5	; --%	;Aumentar por150.0%	;2	; --%	; --%	;
383	;06/16 22:00 - 23:00	;195	;Aumentar por4775.0%	;Disminuir por32.3%	;184	;Aumentar por18300.0%	;Aumentar por27.8%	;2	;Disminuir por33.3%	;Sin cambios	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;
384	;06/16 23:00 - 24:00	;64	;Aumentar por6300.0%	;Disminuir por26.4%	;81	; --%	;Disminuir por10.0%	;3	;Sin cambios	;Aumentar por200.0%	;0	; --%	; --%	;4	; --%	;Sin cambios	;0	; --%	;Disminuir por100.0%	;
385	;06/17 00:00 - 01:00	;15	;Aumentar por275.0%	;Disminuir por31.8%	;12	; --%	;Aumentar por71.4%	;3	;Aumentar por200.0%	;Sin cambios	;1	; --%	; --%	;2	; --%	; --%	;2	; --%	;Disminuir por33.3%	;
386	;06/17 01:00 - 02:00	;8	; --%	;Disminuir por11.1%	;2	; --%	;Sin cambios	;2	; --%	; --%	;1	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;
387	;06/17 02:00 - 03:00	;2	;Aumentar por100.0%	;Disminuir por50.0%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
388	;06/17 03:00 - 04:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
389	;06/17 04:00 - 05:00	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
390	;06/17 05:00 - 06:00	;1	; --%	;Disminuir por50.0%	;2	;Sin cambios	;Aumentar por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
391	;06/17 06:00 - 07:00	;3	; --%	;Disminuir por66.7%	;2	; --%	;Disminuir por60.0%	;10	;Aumentar por150.0%	;Aumentar por42.9%	;4	;Aumentar por100.0%	;Aumentar por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;
392	;06/17 07:00 - 08:00	;12	;Aumentar por200.0%	;Sin cambios	;20	;Aumentar por566.7%	;Aumentar por233.3%	;15	;Aumentar por114.3%	;Disminuir por31.8%	;5	; --%	;Sin cambios	;4	; --%	;Aumentar por33.3%	;2	;Aumentar por100.0%	; --%	;
393	;06/17 08:00 - 09:00	;26	;Aumentar por136.4%	;Aumentar por73.3%	;22	;Aumentar por83.3%	;Disminuir por4.3%	;30	;Disminuir por9.1%	;Aumentar por100.0%	;9	;Aumentar por12.5%	; --%	;6	;Aumentar por20.0%	;Disminuir por14.3%	;0	;Disminuir por100.0%	; --%	;
394	;06/17 09:00 - 10:00	;69	;Disminuir por24.2%	;Aumentar por64.3%	;30	;Disminuir por14.3%	;Aumentar por87.5%	;29	;Aumentar por20.8%	;Aumentar por222.2%	;7	;Aumentar por600.0%	; --%	;11	;Aumentar por175.0%	;Aumentar por10.0%	;0	; --%	; --%	;
395	;06/17 10:00 - 11:00	;176	;Disminuir por22.5%	;Aumentar por6.7%	;95	;Aumentar por3.3%	;Aumentar por63.8%	;25	;Disminuir por24.2%	;Aumentar por31.6%	;2	;Sin cambios	; --%	;5	;Disminuir por37.5%	;Disminuir por64.3%	;0	;Disminuir por100.0%	; --%	;
396	;06/17 11:00 - 12:00	;251	;Aumentar por0.4%	;Aumentar por14.1%	;257	;Aumentar por140.2%	;Aumentar por26.6%	;19	;Disminuir por13.6%	;Disminuir por24.0%	;1	; --%	; --%	;12	;Aumentar por200.0%	;Aumentar por9.1%	;5	;Aumentar por150.0%	; --%	;
397	;06/17 12:00 - 13:00	;132	;Disminuir por25.4%	;Disminuir por15.9%	;205	;Aumentar por57.7%	;Aumentar por127.8%	;18	;Disminuir por18.2%	;Aumentar por50.0%	;0	;Disminuir por100.0%	; --%	;10	;Aumentar por66.7%	;Aumentar por42.9%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
398	;06/17 13:00 - 14:00	;105	;Disminuir por10.3%	;Aumentar por54.4%	;129	;Aumentar por3.2%	;Aumentar por72.0%	;19	;Aumentar por72.7%	;Aumentar por171.4%	;2	; --%	; --%	;9	;Aumentar por50.0%	;Disminuir por47.1%	;1	;Sin cambios	;Sin cambios	;
399	;06/17 14:00 - 15:00	;62	;Disminuir por47.9%	;Disminuir por13.9%	;83	;Disminuir por24.5%	;Aumentar por56.6%	;23	;Disminuir por65.7%	;Aumentar por53.3%	;8	;Disminuir por85.7%	;Disminuir por11.1%	;1	;Disminuir por80.0%	;Disminuir por83.3%	;2	;Disminuir por50.0%	; --%	;
400	;06/17 15:00 - 16:00	;57	;Disminuir por67.8%	;Disminuir por10.9%	;45	;Disminuir por18.2%	;Aumentar por4.7%	;12	;Disminuir por73.9%	;Aumentar por100.0%	;3	;Disminuir por88.5%	; --%	;2	;Disminuir por33.3%	;Disminuir por33.3%	;0	; --%	;Disminuir por100.0%	;
401	;06/17 16:00 - 17:00	;98	;Disminuir por3.9%	;Aumentar por1.0%	;71	;Aumentar por34.0%	;Disminuir por26.8%	;6	;Disminuir por89.5%	;Disminuir por50.0%	;0	;Disminuir por100.0%	; --%	;7	;Disminuir por12.5%	;Aumentar por16.7%	;2	;Sin cambios	;Sin cambios	;
402	;06/17 17:00 - 18:00	;225	;Aumentar por212.5%	;Disminuir por6.3%	;91	;Disminuir por9.0%	;Disminuir por52.4%	;11	;Disminuir por38.9%	;Aumentar por175.0%	;0	;Disminuir por100.0%	; --%	;8	;Aumentar por100.0%	;Sin cambios	;0	; --%	;Disminuir por100.0%	;
403	;06/17 18:00 - 19:00	;354	;Aumentar por195.0%	;Aumentar por16.4%	;282	;Aumentar por252.5%	;Aumentar por77.4%	;13	;Disminuir por58.1%	;Aumentar por30.0%	;2	;Disminuir por81.8%	; --%	;12	;Aumentar por200.0%	;Disminuir por33.3%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
404	;06/17 19:00 - 20:00	;378	;Aumentar por540.7%	;Disminuir por27.0%	;269	;Aumentar por607.9%	;Aumentar por38.7%	;9	;Disminuir por57.1%	;Aumentar por350.0%	;1	;Disminuir por66.7%	; --%	;5	;Disminuir por16.7%	;Disminuir por61.5%	;1	;Sin cambios	;Sin cambios	;
405	;06/17 20:00 - 21:00	;416	;Aumentar por3366.7%	;Disminuir por10.9%	;268	;Aumentar por1686.7%	;Aumentar por23.5%	;3	;Disminuir por25.0%	;Disminuir por50.0%	;0	; --%	; --%	;5	; --%	;Disminuir por37.5%	;2	; --%	;Disminuir por50.0%	;
406	;06/17 21:00 - 22:00	;352	;Aumentar por4928.6%	;Aumentar por22.6%	;292	;Aumentar por7200.0%	;Aumentar por41.7%	;6	; --%	;Aumentar por20.0%	;0	; --%	; --%	;7	;Aumentar por600.0%	;Aumentar por75.0%	;1	; --%	; --%	;
407	;06/17 22:00 - 23:00	;231	; --%	;Aumentar por39.2%	;185	;Aumentar por2983.3%	;Aumentar por20.1%	;1	;Sin cambios	;Disminuir por80.0%	;0	; --%	;Disminuir por100.0%	;1	;Sin cambios	;Sin cambios	;1	; --%	;Disminuir por75.0%	;
408	;06/17 23:00 - 24:00	;105	;Aumentar por1650.0%	;Aumentar por41.9%	;103	; --%	;Aumentar por27.2%	;2	;Disminuir por33.3%	;Sin cambios	;0	; --%	; --%	;1	; --%	;Disminuir por50.0%	;0	; --%	; --%	;
409	;06/18 00:00 - 01:00	;25	;Aumentar por733.3%	;Disminuir por10.7%	;27	;Aumentar por2600.0%	;Aumentar por2600.0%	;2	;Sin cambios	;Disminuir por60.0%	;0	; --%	; --%	;1	; --%	;Disminuir por66.7%	;1	; --%	;Disminuir por66.7%	;
410	;06/18 01:00 - 02:00	;11	;Aumentar por1000.0%	;Aumentar por266.7%	;7	; --%	;Sin cambios	;1	; --%	;Disminuir por75.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;2	; --%	; --%	;
411	;06/18 02:00 - 03:00	;1	; --%	;Sin cambios	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
412	;06/18 03:00 - 04:00	;2	; --%	; --%	;1	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
413	;06/18 04:00 - 05:00	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
414	;06/18 05:00 - 06:00	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;1	;Disminuir por50.0%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
415	;06/18 06:00 - 07:00	;4	;Aumentar por100.0%	;Aumentar por33.3%	;2	;Aumentar por100.0%	;Disminuir por50.0%	;9	;Aumentar por200.0%	;Aumentar por80.0%	;6	; --%	;Aumentar por50.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
416	;06/18 07:00 - 08:00	;15	;Aumentar por1400.0%	;Aumentar por25.0%	;17	;Aumentar por1600.0%	;Aumentar por54.5%	;18	;Aumentar por125.0%	;Aumentar por28.6%	;5	;Aumentar por25.0%	;Aumentar por66.7%	;3	; --%	;Disminuir por25.0%	;0	;Disminuir por100.0%	; --%	;
417	;06/18 08:00 - 09:00	;28	;Aumentar por75.0%	;Aumentar por27.3%	;25	;Aumentar por66.7%	;Sin cambios	;33	;Disminuir por10.8%	;Aumentar por50.0%	;6	;Disminuir por25.0%	; --%	;5	;Aumentar por25.0%	;Aumentar por66.7%	;0	;Disminuir por100.0%	; --%	;
418	;06/18 09:00 - 10:00	;38	;Disminuir por34.5%	;Aumentar por35.7%	;21	;Disminuir por4.5%	;Disminuir por19.2%	;22	;Aumentar por10.0%	;Disminuir por26.7%	;5	; --%	;Aumentar por400.0%	;10	;Aumentar por42.9%	;Aumentar por150.0%	;0	; --%	;Disminuir por100.0%	;
419	;06/18 10:00 - 11:00	;140	;Disminuir por33.0%	;Disminuir por51.0%	;51	;Disminuir por8.9%	;Disminuir por30.1%	;40	;Aumentar por2.6%	;Disminuir por9.1%	;4	;Disminuir por33.3%	;Disminuir por50.0%	;5	;Aumentar por66.7%	;Disminuir por58.3%	;0	;Disminuir por100.0%	; --%	;
420	;06/18 11:00 - 12:00	;216	;Disminuir por32.7%	;Aumentar por0.9%	;162	;Disminuir por9.0%	;Disminuir por6.9%	;20	;Disminuir por4.8%	;Disminuir por28.6%	;3	;Aumentar por200.0%	;Aumentar por200.0%	;11	;Disminuir por8.3%	;Aumentar por22.2%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
421	;06/18 12:00 - 13:00	;112	;Disminuir por51.5%	;Disminuir por32.5%	;216	;Disminuir por13.3%	;Aumentar por61.2%	;16	;Aumentar por23.1%	;Disminuir por27.3%	;0	;Disminuir por100.0%	; --%	;10	;Disminuir por9.1%	;Disminuir por37.5%	;3	;Aumentar por50.0%	; --%	;
422	;06/18 13:00 - 14:00	;100	;Disminuir por13.0%	;Aumentar por2.0%	;157	;Aumentar por12.1%	;Aumentar por35.3%	;12	;Aumentar por50.0%	;Disminuir por7.7%	;1	; --%	; --%	;16	;Aumentar por128.6%	;Aumentar por60.0%	;1	;Disminuir por50.0%	;Disminuir por50.0%	;
423	;06/18 14:00 - 15:00	;54	;Disminuir por46.5%	;Aumentar por3.8%	;93	;Disminuir por7.9%	;Aumentar por36.8%	;12	;Disminuir por25.0%	;Disminuir por45.5%	;1	;Disminuir por50.0%	;Disminuir por85.7%	;7	;Aumentar por250.0%	;Disminuir por22.2%	;1	; --%	;Sin cambios	;
424	;06/18 15:00 - 16:00	;63	;Disminuir por35.1%	;Disminuir por11.3%	;62	;Aumentar por29.2%	;Aumentar por12.7%	;10	;Aumentar por11.1%	;Disminuir por47.4%	;0	; --%	;Disminuir por100.0%	;3	;Aumentar por50.0%	;Disminuir por62.5%	;1	;Disminuir por50.0%	; --%	;
425	;06/18 16:00 - 17:00	;56	;Disminuir por41.1%	;Disminuir por42.3%	;45	;Disminuir por2.2%	;Disminuir por16.7%	;13	;Aumentar por8.3%	;Aumentar por160.0%	;1	; --%	;Sin cambios	;12	;Aumentar por100.0%	;Aumentar por100.0%	;2	; --%	;Aumentar por100.0%	;
426	;06/18 17:00 - 18:00	;106	;Disminuir por22.6%	;Disminuir por22.6%	;61	;Disminuir por4.7%	;Disminuir por55.8%	;13	;Disminuir por27.8%	;Disminuir por18.8%	;0	;Disminuir por100.0%	; --%	;19	;Aumentar por216.7%	;Aumentar por171.4%	;2	;Aumentar por100.0%	;Aumentar por100.0%	;
427	;06/18 18:00 - 19:00	;261	;Aumentar por151.0%	;Aumentar por47.5%	;137	;Aumentar por85.1%	;Aumentar por42.7%	;11	;Disminuir por38.9%	;Disminuir por8.3%	;0	; --%	;Disminuir por100.0%	;17	;Aumentar por750.0%	;Aumentar por70.0%	;2	;Aumentar por100.0%	;Sin cambios	;
428	;06/18 19:00 - 20:00	;506	;Aumentar por932.7%	;Aumentar por41.7%	;275	;Aumentar por816.7%	;Aumentar por57.1%	;8	;Disminuir por38.5%	;Aumentar por14.3%	;0	; --%	; --%	;10	;Aumentar por400.0%	;Disminuir por33.3%	;4	;Aumentar por300.0%	;Aumentar por300.0%	;
429	;06/18 20:00 - 21:00	;480	;Aumentar por2081.8%	;Aumentar por22.1%	;330	;Aumentar por3566.7%	;Aumentar por46.0%	;2	;Disminuir por77.8%	;Disminuir por77.8%	;0	; --%	; --%	;5	; --%	;Disminuir por37.5%	;8	; --%	;Aumentar por300.0%	;
430	;06/18 21:00 - 22:00	;284	;Aumentar por2481.8%	;Disminuir por15.0%	;302	;Aumentar por15000.0%	;Aumentar por10.2%	;7	;Aumentar por75.0%	;Aumentar por600.0%	;0	; --%	; --%	;7	; --%	;Aumentar por75.0%	;3	; --%	; --%	;
431	;06/18 22:00 - 23:00	;209	;Aumentar por10350.0%	;Disminuir por23.7%	;190	;Aumentar por9400.0%	;Aumentar por1.6%	;1	;Disminuir por66.7%	;Disminuir por50.0%	;0	; --%	; --%	;6	;Aumentar por500.0%	;Disminuir por14.3%	;6	; --%	; --%	;
432	;06/18 23:00 - 24:00	;88	;Aumentar por4300.0%	;Disminuir por7.4%	;109	;Aumentar por10800.0%	;Sin cambios	;2	;Disminuir por33.3%	;Disminuir por33.3%	;0	; --%	;Disminuir por100.0%	;3	; --%	;Disminuir por50.0%	;0	; --%	;Disminuir por100.0%	;
433	;06/19 00:00 - 01:00	;41	;Aumentar por4000.0%	;Aumentar por192.9%	;54	; --%	;Aumentar por134.8%	;1	;Disminuir por66.7%	;Sin cambios	;0	; --%	; --%	;2	; --%	; --%	;4	; --%	; --%	;
