Análisis de tipo multiobjetivo	;
Información básica	;
Hora de exportación: 2026/08/10 14:47:57	;
Operador: Touristcheck	;
Objetivo de estadísticas: Avda. Del Mar - Marcelino Roca	;
Exportar contenido:Número de personas,Vehículos a motor,Vehículos sin motor	;
Hora del informe: 2026/06/01 00:00:00 - 2026/08/31 23:59:59	;

Personas totales	; 	; 	; 	; 	; 	;Total de vehículos a motor	; 	; 	; 	; 	; 	;Total de vehículos sin motor	;
Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
890768	;Aumentar por77.9%	;Disminuir por26.6%	;949773	;Aumentar por79.9%	;Disminuir por26.7%	;31305	;Disminuir por21.0%	;Disminuir por16.3%	;16274	;Disminuir por18.6%	;Disminuir por10.1%	;36251	;Aumentar por49.8%	;Disminuir por19.6%	;31231	;Aumentar por76.0%	;Disminuir por19.2%	;

N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
262	;06/11 21:00 - 22:00	;962	;Aumentar por7916.7%	;Aumentar por19.8%	;782	;Aumentar por2796.3%	;Aumentar por20.3%	;23	;Aumentar por35.3%	;Aumentar por130.0%	;16	;Aumentar por128.6%	;Aumentar por128.6%	;22	;Aumentar por2100.0%	;Disminuir por33.3%	;11	; --%	;Disminuir por54.2%	;
263	;06/11 22:00 - 23:00	;820	;Aumentar por8100.0%	;Aumentar por17.8%	;572	;Aumentar por4666.7%	;Aumentar por16.0%	;5	;Aumentar por400.0%	;Disminuir por28.6%	;4	;Sin cambios	;Aumentar por33.3%	;18	;Aumentar por1700.0%	;Aumentar por12.5%	;9	; --%	;Aumentar por28.6%	;
264	;06/11 23:00 - 24:00	;461	;Aumentar por7583.3%	;Aumentar por11.9%	;210	;Aumentar por6900.0%	;Disminuir por9.1%	;22	;Aumentar por633.3%	;Aumentar por100.0%	;5	;Aumentar por66.7%	;Aumentar por66.7%	;23	; --%	;Aumentar por9.5%	;10	;Aumentar por900.0%	;Disminuir por41.2%	;
265	;06/12 00:00 - 01:00	;104	; --%	;Disminuir por28.8%	;55	;Aumentar por5400.0%	;Disminuir por1.8%	;8	;Aumentar por166.7%	;Aumentar por33.3%	;1	; --%	;Sin cambios	;17	;Aumentar por1600.0%	;Aumentar por13.3%	;5	; --%	;Disminuir por16.7%	;
266	;06/12 01:00 - 02:00	;45	;Aumentar por4400.0%	;Aumentar por104.5%	;6	; --%	;Disminuir por79.3%	;2	;Disminuir por33.3%	;Disminuir por33.3%	;2	; --%	; --%	;2	;Aumentar por100.0%	;Sin cambios	;2	; --%	;Aumentar por100.0%	;
267	;06/12 02:00 - 03:00	;19	;Aumentar por1800.0%	;Aumentar por46.2%	;11	; --%	;Aumentar por37.5%	;4	; --%	;Aumentar por33.3%	;1	; --%	;Sin cambios	;2	; --%	;Disminuir por66.7%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
268	;06/12 03:00 - 04:00	;14	;Aumentar por1300.0%	;Aumentar por366.7%	;2	;Aumentar por100.0%	; --%	;2	;Aumentar por100.0%	; --%	;1	; --%	; --%	;4	;Aumentar por300.0%	; --%	;1	; --%	; --%	;
269	;06/12 04:00 - 05:00	;6	;Aumentar por100.0%	;Aumentar por200.0%	;3	;Aumentar por50.0%	; --%	;3	;Aumentar por50.0%	;Aumentar por50.0%	;1	;Disminuir por50.0%	; --%	;2	; --%	;Aumentar por100.0%	;0	; --%	; --%	;
270	;06/12 05:00 - 06:00	;3	;Aumentar por200.0%	;Sin cambios	;2	;Aumentar por100.0%	;Aumentar por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;1	;Sin cambios	;Sin cambios	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;
271	;06/12 06:00 - 07:00	;6	;Aumentar por20.0%	;Disminuir por53.8%	;9	;Aumentar por350.0%	;Disminuir por30.8%	;7	;Sin cambios	;Aumentar por75.0%	;8	;Aumentar por166.7%	;Aumentar por300.0%	;2	;Aumentar por100.0%	;Sin cambios	;2	; --%	; --%	;
272	;06/12 07:00 - 08:00	;45	;Aumentar por309.1%	;Aumentar por15.4%	;42	;Aumentar por950.0%	;Aumentar por13.5%	;22	;Aumentar por37.5%	;Aumentar por4.8%	;13	;Aumentar por62.5%	;Aumentar por30.0%	;5	;Aumentar por25.0%	;Disminuir por28.6%	;1	; --%	;Disminuir por80.0%	;
273	;06/12 08:00 - 09:00	;151	;Aumentar por978.6%	;Aumentar por84.1%	;65	;Aumentar por441.7%	;Aumentar por32.7%	;33	;Aumentar por22.2%	;Disminuir por2.9%	;15	;Disminuir por25.0%	;Aumentar por25.0%	;8	;Aumentar por100.0%	;Disminuir por27.3%	;3	;Sin cambios	;Aumentar por50.0%	;
274	;06/12 09:00 - 10:00	;189	;Aumentar por65.8%	;Aumentar por61.5%	;190	;Aumentar por25.8%	;Aumentar por118.4%	;42	;Aumentar por16.7%	;Disminuir por2.3%	;23	;Aumentar por4.5%	;Aumentar por4.5%	;13	;Aumentar por225.0%	;Disminuir por31.6%	;11	;Aumentar por1000.0%	;Disminuir por15.4%	;
275	;06/12 10:00 - 11:00	;289	;Aumentar por307.0%	;Aumentar por52.9%	;383	;Aumentar por75.7%	;Aumentar por32.5%	;56	;Aumentar por21.7%	;Aumentar por21.7%	;28	;Aumentar por47.4%	;Aumentar por40.0%	;23	;Aumentar por283.3%	;Aumentar por35.3%	;15	;Aumentar por114.3%	;Disminuir por34.8%	;
276	;06/12 11:00 - 12:00	;331	;Disminuir por26.3%	;Aumentar por62.3%	;499	;Disminuir por9.4%	;Aumentar por105.3%	;69	;Aumentar por86.5%	;Aumentar por16.9%	;40	;Aumentar por81.8%	;Aumentar por37.9%	;40	;Aumentar por122.2%	;Sin cambios	;27	;Aumentar por92.9%	;Sin cambios	;
277	;06/12 12:00 - 13:00	;420	;Aumentar por86.7%	;Aumentar por105.9%	;464	;Aumentar por112.8%	;Aumentar por109.0%	;51	;Disminuir por8.9%	;Sin cambios	;36	;Aumentar por38.5%	;Aumentar por38.5%	;47	;Aumentar por123.8%	;Aumentar por34.3%	;49	;Aumentar por172.2%	;Aumentar por88.5%	;
278	;06/12 13:00 - 14:00	;330	;Aumentar por103.7%	;Aumentar por71.9%	;419	;Aumentar por291.6%	;Aumentar por104.4%	;57	;Aumentar por42.5%	;Aumentar por42.5%	;44	;Aumentar por120.0%	;Aumentar por158.8%	;30	;Aumentar por87.5%	;Disminuir por3.2%	;16	;Aumentar por77.8%	;Disminuir por15.8%	;
279	;06/12 14:00 - 15:00	;255	;Aumentar por222.8%	;Aumentar por26.2%	;370	;Aumentar por362.5%	;Aumentar por135.7%	;47	;Aumentar por42.4%	;Aumentar por62.1%	;24	;Aumentar por166.7%	;Aumentar por242.9%	;32	;Aumentar por220.0%	;Aumentar por28.0%	;15	;Aumentar por25.0%	;Aumentar por50.0%	;
280	;06/12 15:00 - 16:00	;410	;Aumentar por432.5%	;Aumentar por157.9%	;311	;Aumentar por148.8%	;Aumentar por245.6%	;36	;Aumentar por12.5%	;Aumentar por89.5%	;22	;Disminuir por4.3%	;Aumentar por144.4%	;30	;Aumentar por57.9%	;Aumentar por11.1%	;19	;Aumentar por90.0%	;Aumentar por72.7%	;
281	;06/12 16:00 - 17:00	;330	;Aumentar por220.4%	;Aumentar por83.3%	;219	;Aumentar por212.9%	;Aumentar por73.8%	;29	;Disminuir por6.5%	;Aumentar por3.6%	;17	;Aumentar por54.5%	;Aumentar por54.5%	;35	;Aumentar por84.2%	;Aumentar por45.8%	;29	;Aumentar por52.6%	;Aumentar por190.0%	;
282	;06/12 17:00 - 18:00	;258	;Aumentar por113.2%	;Aumentar por46.6%	;359	;Aumentar por327.4%	;Aumentar por36.0%	;31	;Disminuir por16.2%	;Aumentar por72.2%	;15	;Sin cambios	;Aumentar por66.7%	;19	;Sin cambios	;Disminuir por54.8%	;23	;Aumentar por360.0%	;Disminuir por23.3%	;
283	;06/12 18:00 - 19:00	;365	;Aumentar por164.5%	;Aumentar por43.1%	;586	;Aumentar por321.6%	;Aumentar por69.9%	;9	;Disminuir por75.7%	;Disminuir por60.9%	;8	;Disminuir por42.9%	;Disminuir por42.9%	;32	;Aumentar por88.2%	;Aumentar por100.0%	;26	;Aumentar por116.7%	;Aumentar por52.9%	;
284	;06/12 19:00 - 20:00	;885	;Aumentar por803.1%	;Aumentar por71.5%	;1427	;Aumentar por1640.2%	;Aumentar por78.8%	;12	;Disminuir por55.6%	;Aumentar por200.0%	;13	;Disminuir por7.1%	;Aumentar por116.7%	;41	;Aumentar por412.5%	;Aumentar por272.7%	;56	;Aumentar por700.0%	;Aumentar por69.7%	;
285	;06/12 20:00 - 21:00	;1372	;Aumentar por3090.7%	;Aumentar por87.2%	;1737	;Aumentar por3058.2%	;Aumentar por96.7%	;14	;Disminuir por26.3%	;Aumentar por75.0%	;7	;Aumentar por16.7%	;Aumentar por40.0%	;21	;Aumentar por320.0%	;Aumentar por31.3%	;30	;Aumentar por650.0%	;Aumentar por87.5%	;
286	;06/12 21:00 - 22:00	;1256	;Aumentar por1925.8%	;Aumentar por62.1%	;1360	;Aumentar por3387.2%	;Aumentar por65.9%	;10	;Disminuir por16.7%	;Aumentar por11.1%	;7	;Aumentar por75.0%	;Aumentar por40.0%	;31	;Aumentar por1450.0%	;Aumentar por34.8%	;33	;Aumentar por725.0%	;Aumentar por153.8%	;
287	;06/12 22:00 - 23:00	;1450	;Aumentar por8429.4%	;Aumentar por44.6%	;1241	;Aumentar por7656.3%	;Aumentar por53.4%	;9	;Aumentar por80.0%	;Aumentar por28.6%	;5	;Sin cambios	;Aumentar por400.0%	;63	;Aumentar por1475.0%	;Aumentar por250.0%	;51	;Aumentar por5000.0%	;Aumentar por264.3%	;
288	;06/12 23:00 - 24:00	;916	;Aumentar por22800.0%	;Aumentar por89.3%	;608	;Aumentar por60700.0%	;Aumentar por133.8%	;9	;Aumentar por125.0%	;Disminuir por10.0%	;8	;Aumentar por166.7%	;Aumentar por33.3%	;29	;Aumentar por2800.0%	;Aumentar por38.1%	;37	; --%	;Aumentar por362.5%	;
289	;06/13 00:00 - 01:00	;472	;Aumentar por9340.0%	;Aumentar por202.6%	;226	;Aumentar por22500.0%	;Aumentar por82.3%	;13	;Aumentar por225.0%	;Aumentar por85.7%	;8	;Aumentar por700.0%	;Aumentar por166.7%	;21	;Aumentar por2000.0%	;Aumentar por90.9%	;16	; --%	;Aumentar por700.0%	;
290	;06/13 01:00 - 02:00	;174	; --%	;Aumentar por163.6%	;47	;Aumentar por4600.0%	;Aumentar por67.9%	;5	; --%	;Disminuir por28.6%	;7	; --%	;Aumentar por133.3%	;9	; --%	;Aumentar por80.0%	;6	; --%	; --%	;
291	;06/13 02:00 - 03:00	;56	;Aumentar por5500.0%	;Aumentar por180.0%	;33	; --%	;Aumentar por50.0%	;7	; --%	;Aumentar por133.3%	;4	; --%	; --%	;10	; --%	;Aumentar por400.0%	;1	; --%	; --%	;
292	;06/13 03:00 - 04:00	;61	; --%	;Aumentar por408.3%	;8	; --%	;Aumentar por60.0%	;9	;Aumentar por800.0%	;Aumentar por800.0%	;4	;Aumentar por300.0%	; --%	;10	; --%	; --%	;0	; --%	; --%	;
293	;06/13 04:00 - 05:00	;24	;Aumentar por1100.0%	;Aumentar por20.0%	;19	;Aumentar por533.3%	;Aumentar por171.4%	;5	;Aumentar por400.0%	;Aumentar por66.7%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;2	; --%	; --%	;
294	;06/13 05:00 - 06:00	;9	;Aumentar por800.0%	;Aumentar por80.0%	;14	; --%	;Aumentar por1300.0%	;1	;Sin cambios	;Disminuir por50.0%	;2	; --%	;Aumentar por100.0%	;2	; --%	; --%	;0	; --%	; --%	;
295	;06/13 06:00 - 07:00	;33	;Aumentar por560.0%	;Aumentar por153.8%	;43	;Aumentar por1333.3%	;Aumentar por258.3%	;8	;Disminuir por11.1%	;Sin cambios	;7	;Aumentar por75.0%	;Aumentar por75.0%	;10	;Aumentar por900.0%	;Aumentar por900.0%	;13	;Aumentar por550.0%	;Aumentar por1200.0%	;
296	;06/13 07:00 - 08:00	;60	;Aumentar por328.6%	;Aumentar por87.5%	;54	;Aumentar por500.0%	;Aumentar por58.8%	;11	;Disminuir por45.0%	;Disminuir por35.3%	;6	;Disminuir por40.0%	;Disminuir por40.0%	;5	;Aumentar por25.0%	;Disminuir por16.7%	;3	; --%	;Sin cambios	;
297	;06/13 08:00 - 09:00	;148	;Aumentar por886.7%	;Aumentar por164.3%	;103	;Aumentar por930.0%	;Aumentar por94.3%	;16	;Disminuir por64.4%	;Disminuir por68.6%	;9	;Disminuir por30.8%	;Aumentar por12.5%	;4	;Aumentar por33.3%	;Disminuir por55.6%	;6	; --%	;Aumentar por50.0%	;
298	;06/13 09:00 - 10:00	;249	;Aumentar por465.9%	;Aumentar por91.5%	;228	;Aumentar por442.9%	;Aumentar por39.0%	;21	;Disminuir por41.7%	;Disminuir por40.0%	;17	;Disminuir por34.6%	;Aumentar por70.0%	;16	;Aumentar por300.0%	;Disminuir por33.3%	;12	;Aumentar por200.0%	;Aumentar por140.0%	;
299	;06/13 10:00 - 11:00	;347	;Aumentar por508.8%	;Aumentar por9.1%	;554	;Aumentar por246.3%	;Aumentar por11.0%	;37	;Disminuir por19.6%	;Disminuir por32.7%	;18	;Disminuir por47.1%	;Disminuir por40.0%	;24	;Aumentar por200.0%	;Disminuir por36.8%	;30	;Aumentar por400.0%	;Disminuir por34.8%	;
300	;06/13 11:00 - 12:00	;410	;Aumentar por262.8%	;Disminuir por12.4%	;793	;Aumentar por308.8%	;Aumentar por55.5%	;30	;Disminuir por48.3%	;Disminuir por50.8%	;21	;Disminuir por22.2%	;Disminuir por51.2%	;23	;Aumentar por187.5%	;Disminuir por54.9%	;21	;Aumentar por40.0%	;Disminuir por51.2%	;
301	;06/13 12:00 - 13:00	;574	;Aumentar por231.8%	;Aumentar por22.9%	;783	;Aumentar por371.7%	;Aumentar por70.2%	;30	;Disminuir por45.5%	;Disminuir por53.1%	;16	;Disminuir por42.9%	;Disminuir por40.7%	;33	;Aumentar por73.7%	;Disminuir por29.8%	;25	;Aumentar por127.3%	;Disminuir por41.9%	;
302	;06/13 13:00 - 14:00	;555	;Aumentar por144.5%	;Aumentar por58.6%	;695	;Aumentar por418.7%	;Aumentar por143.9%	;28	;Disminuir por41.7%	;Disminuir por24.3%	;14	;Disminuir por41.7%	;Disminuir por17.6%	;18	;Disminuir por14.3%	;Disminuir por43.8%	;14	;Aumentar por16.7%	;Disminuir por26.3%	;
303	;06/13 14:00 - 15:00	;541	;Aumentar por275.7%	;Aumentar por101.9%	;582	;Aumentar por327.9%	;Aumentar por133.7%	;15	;Disminuir por64.3%	;Disminuir por58.3%	;3	;Disminuir por85.0%	;Disminuir por72.7%	;24	;Disminuir por4.0%	;Aumentar por14.3%	;17	;Disminuir por10.5%	;Aumentar por41.7%	;
304	;06/13 15:00 - 16:00	;508	;Aumentar por109.1%	;Aumentar por130.9%	;348	;Aumentar por68.1%	;Aumentar por141.7%	;16	;Disminuir por50.0%	;Disminuir por38.5%	;5	;Disminuir por77.3%	;Disminuir por37.5%	;18	;Disminuir por30.8%	;Disminuir por30.8%	;15	;Disminuir por44.4%	;Aumentar por87.5%	;
305	;06/13 16:00 - 17:00	;473	;Aumentar por297.5%	;Aumentar por170.3%	;351	;Aumentar por122.2%	;Aumentar por127.9%	;14	;Disminuir por51.7%	;Disminuir por51.7%	;8	;Disminuir por38.5%	;Disminuir por38.5%	;32	;Aumentar por52.4%	;Disminuir por11.1%	;14	;Disminuir por26.3%	;Disminuir por22.2%	;
306	;06/13 17:00 - 18:00	;498	;Aumentar por6.4%	;Aumentar por158.0%	;531	;Aumentar por31.8%	;Aumentar por169.5%	;20	;Disminuir por23.1%	;Disminuir por20.0%	;9	;Disminuir por43.8%	;Disminuir por18.2%	;36	;Aumentar por9.1%	;Aumentar por24.1%	;26	;Aumentar por18.2%	;Sin cambios	;
307	;06/13 18:00 - 19:00	;514	;Aumentar por29.8%	;Aumentar por105.6%	;1107	;Aumentar por198.4%	;Aumentar por142.8%	;14	;Disminuir por54.8%	;Disminuir por36.4%	;15	;Aumentar por15.4%	;Aumentar por114.3%	;25	;Aumentar por8.7%	;Aumentar por25.0%	;43	;Aumentar por760.0%	;Aumentar por72.0%	;
308	;06/13 19:00 - 20:00	;1095	;Aumentar por374.0%	;Aumentar por90.8%	;1911	;Aumentar por916.5%	;Aumentar por71.4%	;5	;Disminuir por80.0%	;Disminuir por61.5%	;2	;Disminuir por80.0%	;Disminuir por77.8%	;23	;Aumentar por475.0%	;Disminuir por4.2%	;45	;Aumentar por350.0%	;Aumentar por45.2%	;
309	;06/13 20:00 - 21:00	;1556	;Aumentar por848.8%	;Aumentar por55.3%	;2286	;Aumentar por1413.9%	;Aumentar por61.3%	;7	;Disminuir por72.0%	;Aumentar por16.7%	;2	;Disminuir por81.8%	;Sin cambios	;17	;Aumentar por142.9%	;Disminuir por22.7%	;41	;Aumentar por1950.0%	;Aumentar por24.2%	;
310	;06/13 21:00 - 22:00	;1814	;Aumentar por2286.8%	;Aumentar por63.1%	;1932	;Aumentar por1812.9%	;Aumentar por77.6%	;3	;Disminuir por72.7%	;Disminuir por75.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;30	;Aumentar por1400.0%	;Aumentar por57.9%	;39	;Aumentar por1850.0%	;Aumentar por225.0%	;
311	;06/13 22:00 - 23:00	;1738	;Aumentar por2749.2%	;Aumentar por53.4%	;1530	;Aumentar por3377.3%	;Aumentar por43.8%	;8	;Disminuir por46.7%	;Aumentar por60.0%	;2	;Disminuir por50.0%	;Aumentar por100.0%	;75	;Aumentar por2400.0%	;Aumentar por200.0%	;66	;Aumentar por6500.0%	;Aumentar por164.0%	;
312	;06/13 23:00 - 24:00	;1418	;Aumentar por7777.8%	;Aumentar por49.3%	;977	;Aumentar por5327.8%	;Aumentar por57.8%	;7	;Aumentar por75.0%	;Aumentar por40.0%	;4	; --%	;Aumentar por100.0%	;34	;Aumentar por1600.0%	;Aumentar por47.8%	;40	; --%	;Aumentar por400.0%	;
313	;06/14 00:00 - 01:00	;787	;Aumentar por9737.5%	;Aumentar por139.2%	;361	; --%	;Aumentar por88.0%	;14	;Aumentar por366.7%	;Aumentar por133.3%	;1	;Disminuir por50.0%	;Disminuir por75.0%	;25	;Aumentar por525.0%	;Aumentar por19.0%	;11	; --%	;Aumentar por175.0%	;
314	;06/14 01:00 - 02:00	;249	;Aumentar por3012.5%	;Aumentar por4.6%	;65	;Aumentar por6400.0%	;Disminuir por47.2%	;8	;Aumentar por700.0%	;Sin cambios	;2	;Aumentar por100.0%	;Aumentar por100.0%	;16	; --%	;Aumentar por77.8%	;3	; --%	;Sin cambios	;
315	;06/14 02:00 - 03:00	;148	;Aumentar por14700.0%	;Aumentar por68.2%	;39	;Aumentar por3800.0%	;Aumentar por178.6%	;6	; --%	;Aumentar por500.0%	;2	; --%	;Aumentar por100.0%	;8	; --%	;Aumentar por700.0%	;3	; --%	;Aumentar por200.0%	;
316	;06/14 03:00 - 04:00	;36	;Aumentar por3500.0%	;Sin cambios	;18	; --%	;Aumentar por125.0%	;5	; --%	;Aumentar por150.0%	;3	; --%	; --%	;5	; --%	;Aumentar por150.0%	;1	; --%	;Disminuir por50.0%	;
317	;06/14 04:00 - 05:00	;20	;Aumentar por1900.0%	;Aumentar por25.0%	;21	;Aumentar por600.0%	;Aumentar por600.0%	;5	;Aumentar por400.0%	;Aumentar por66.7%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;2	; --%	;Sin cambios	;0	; --%	; --%	;
318	;06/14 05:00 - 06:00	;3	;Aumentar por50.0%	;Aumentar por200.0%	;9	;Aumentar por800.0%	;Aumentar por800.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
319	;06/14 06:00 - 07:00	;23	;Aumentar por666.7%	;Aumentar por155.6%	;20	;Aumentar por900.0%	;Aumentar por42.9%	;10	;Aumentar por233.3%	;Aumentar por233.3%	;6	;Aumentar por200.0%	;Aumentar por100.0%	;3	; --%	;Aumentar por200.0%	;2	;Aumentar por100.0%	;Aumentar por100.0%	;
320	;06/14 07:00 - 08:00	;38	;Aumentar por245.5%	;Aumentar por8.6%	;43	;Aumentar por290.9%	;Aumentar por7.5%	;10	;Aumentar por66.7%	;Aumentar por42.9%	;3	;Sin cambios	;Aumentar por200.0%	;0	; --%	;Disminuir por100.0%	;2	; --%	;Disminuir por50.0%	;
321	;06/14 08:00 - 09:00	;105	;Aumentar por854.5%	;Aumentar por1.9%	;79	;Aumentar por464.3%	;Aumentar por8.2%	;17	;Sin cambios	;Aumentar por13.3%	;7	;Aumentar por16.7%	;Aumentar por16.7%	;11	;Aumentar por175.0%	;Disminuir por8.3%	;6	; --%	;Aumentar por100.0%	;
322	;06/14 09:00 - 10:00	;270	;Aumentar por718.2%	;Aumentar por31.7%	;234	;Aumentar por387.5%	;Aumentar por30.7%	;20	;Disminuir por13.0%	;Aumentar por33.3%	;9	;Disminuir por43.8%	;Sin cambios	;13	;Aumentar por333.3%	;Disminuir por48.0%	;16	;Aumentar por166.7%	;Disminuir por11.1%	;
323	;06/14 10:00 - 11:00	;307	;Aumentar por158.0%	;Aumentar por13.3%	;554	;Aumentar por123.4%	;Aumentar por45.8%	;24	;Aumentar por14.3%	;Disminuir por44.2%	;10	;Disminuir por41.2%	;Disminuir por50.0%	;13	;Aumentar por85.7%	;Disminuir por53.6%	;24	;Aumentar por100.0%	;Disminuir por48.9%	;
324	;06/14 11:00 - 12:00	;533	;Aumentar por97.4%	;Aumentar por24.5%	;906	;Aumentar por104.1%	;Aumentar por59.8%	;13	;Disminuir por51.9%	;Disminuir por65.8%	;8	;Disminuir por42.9%	;Disminuir por20.0%	;27	;Aumentar por350.0%	;Disminuir por12.9%	;43	;Aumentar por186.7%	;Aumentar por38.7%	;
325	;06/14 12:00 - 13:00	;712	;Aumentar por150.7%	;Aumentar por13.0%	;926	;Aumentar por132.1%	;Aumentar por19.5%	;25	;Disminuir por26.5%	;Disminuir por19.4%	;47	;Aumentar por193.8%	;Aumentar por104.3%	;29	;Aumentar por314.3%	;Sin cambios	;31	;Aumentar por342.9%	;Aumentar por55.0%	;
326	;06/14 13:00 - 14:00	;674	;Aumentar por110.0%	;Aumentar por28.1%	;693	;Aumentar por98.6%	;Aumentar por6.1%	;13	;Disminuir por45.8%	;Disminuir por48.0%	;4	;Disminuir por55.6%	;Disminuir por50.0%	;40	;Aumentar por135.3%	;Disminuir por11.1%	;28	;Aumentar por47.4%	;Disminuir por6.7%	;
327	;06/14 14:00 - 15:00	;500	;Aumentar por161.8%	;Aumentar por33.3%	;453	;Aumentar por154.5%	;Disminuir por1.9%	;12	;Disminuir por47.8%	;Disminuir por40.0%	;2	;Disminuir por84.6%	;Disminuir por83.3%	;25	;Aumentar por92.3%	;Disminuir por19.4%	;11	;Disminuir por42.1%	;Disminuir por60.7%	;
328	;06/14 15:00 - 16:00	;587	;Aumentar por145.6%	;Aumentar por30.2%	;332	;Aumentar por64.4%	;Aumentar por5.7%	;9	;Disminuir por30.8%	;Disminuir por10.0%	;3	;Disminuir por57.1%	;Disminuir por66.7%	;28	;Aumentar por154.5%	;Aumentar por21.7%	;11	;Disminuir por8.3%	;Disminuir por35.3%	;
329	;06/14 16:00 - 17:00	;526	;Aumentar por112.1%	;Aumentar por28.3%	;360	;Aumentar por89.5%	;Aumentar por8.8%	;39	;Aumentar por85.7%	;Aumentar por160.0%	;6	;Disminuir por25.0%	;Disminuir por14.3%	;34	;Aumentar por126.7%	;Aumentar por9.7%	;21	;Aumentar por75.0%	;Aumentar por23.5%	;
330	;06/14 17:00 - 18:00	;418	;Aumentar por24.0%	;Aumentar por6.6%	;365	;Aumentar por39.3%	;Disminuir por10.5%	;16	;Disminuir por50.0%	;Disminuir por23.8%	;9	;Disminuir por35.7%	;Aumentar por12.5%	;19	;Aumentar por46.2%	;Disminuir por51.3%	;20	;Aumentar por233.3%	;Disminuir por45.9%	;
331	;06/14 18:00 - 19:00	;453	;Aumentar por20.2%	;Disminuir por22.7%	;660	;Aumentar por64.2%	;Disminuir por15.4%	;8	;Disminuir por65.2%	;Disminuir por20.0%	;3	;Disminuir por81.3%	;Disminuir por57.1%	;24	;Aumentar por100.0%	;Disminuir por27.3%	;33	;Aumentar por65.0%	;Disminuir por10.8%	;
332	;06/14 19:00 - 20:00	;924	;Aumentar por212.2%	;Aumentar por17.3%	;1253	;Aumentar por428.7%	;Disminuir por25.1%	;6	;Disminuir por70.0%	;Sin cambios	;8	;Disminuir por38.5%	;Aumentar por33.3%	;37	;Aumentar por640.0%	;Aumentar por42.3%	;35	;Aumentar por288.9%	;Disminuir por37.5%	;
333	;06/14 20:00 - 21:00	;1198	;Aumentar por544.1%	;Disminuir por10.1%	;1372	;Aumentar por773.9%	;Disminuir por32.9%	;5	;Disminuir por77.3%	;Disminuir por16.7%	;5	;Disminuir por28.6%	;Aumentar por400.0%	;45	;Aumentar por650.0%	;Aumentar por73.1%	;35	;Aumentar por3400.0%	;Disminuir por10.3%	;
334	;06/14 21:00 - 22:00	;1211	;Aumentar por1000.9%	;Disminuir por29.2%	;1185	;Aumentar por1246.6%	;Disminuir por36.4%	;8	;Disminuir por20.0%	;Aumentar por300.0%	;4	;Disminuir por50.0%	;Aumentar por300.0%	;34	;Aumentar por3300.0%	;Aumentar por3.0%	;19	;Aumentar por375.0%	;Disminuir por38.7%	;
335	;06/14 22:00 - 23:00	;1175	;Aumentar por1765.1%	;Disminuir por36.1%	;895	;Aumentar por2612.1%	;Disminuir por43.7%	;2	;Disminuir por60.0%	;Disminuir por66.7%	;1	;Disminuir por80.0%	;Sin cambios	;39	;Aumentar por3800.0%	;Aumentar por30.0%	;36	;Aumentar por1100.0%	;Aumentar por44.0%	;
336	;06/14 23:00 - 24:00	;632	;Aumentar por1441.5%	;Disminuir por56.5%	;301	;Aumentar por584.1%	;Disminuir por67.1%	;14	;Aumentar por55.6%	;Aumentar por366.7%	;4	;Disminuir por33.3%	; --%	;35	;Aumentar por1650.0%	;Aumentar por29.6%	;26	;Aumentar por766.7%	;Aumentar por4.0%	;
