Análisis de tipo multiobjetivo	;
Información básica	;
Hora de exportación: 2026/08/10 14:47:57	;
Operador: Touristcheck	;
Objetivo de estadísticas: Avda. Del Mar - Marcelino Roca	;
Exportar contenido:Número de personas,Vehículos a motor,Vehículos sin motor	;
Hora del informe: 2026/06/01 00:00:00 - 2026/08/31 23:59:59	;

Personas totales	; 	; 	; 	; 	; 	;Total de vehículos a motor	; 	; 	; 	; 	; 	;Total de vehículos sin motor	;
Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
890768	;Aumentar por77.9%	;Disminuir por26.6%	;949773	;Aumentar por79.9%	;Disminuir por26.7%	;31305	;Disminuir por21.0%	;Disminuir por16.3%	;16274	;Disminuir por18.6%	;Disminuir por10.1%	;36251	;Aumentar por49.8%	;Disminuir por19.6%	;31231	;Aumentar por76.0%	;Disminuir por19.2%	;

N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
515	;06/22 10:00 - 11:00	;0	; --%	; --%	;1	; --%	; --%	;26	;Aumentar por225.0%	;Aumentar por420.0%	;9	; --%	;Aumentar por350.0%	;29	;Aumentar por93.3%	;Aumentar por93.3%	;15	;Disminuir por6.3%	;Disminuir por46.4%	;0	; --%	; --%	;1	; --%	; --%	;
516	;06/22 11:00 - 12:00	;1	; --%	; --%	;0	; --%	; --%	;21	;Aumentar por425.0%	;Aumentar por950.0%	;7	; --%	;Aumentar por600.0%	;18	;Aumentar por28.6%	;Disminuir por14.3%	;13	;Aumentar por44.4%	;Disminuir por40.9%	;5	; --%	; --%	;4	; --%	;Aumentar por300.0%	;
517	;06/22 12:00 - 13:00	;0	; --%	; --%	;0	; --%	; --%	;15	;Aumentar por650.0%	;Aumentar por650.0%	;14	; --%	; --%	;12	;Aumentar por9.1%	;Disminuir por40.0%	;7	;Disminuir por41.7%	;Disminuir por22.2%	;2	; --%	;Sin cambios	;4	; --%	;Aumentar por100.0%	;
518	;06/22 13:00 - 14:00	;0	; --%	; --%	;0	; --%	; --%	;12	;Aumentar por300.0%	;Aumentar por300.0%	;7	; --%	;Aumentar por133.3%	;18	;Aumentar por80.0%	;Aumentar por50.0%	;13	;Aumentar por62.5%	;Aumentar por18.2%	;5	; --%	; --%	;2	; --%	; --%	;
519	;06/22 14:00 - 15:00	;3	; --%	; --%	;1	; --%	; --%	;8	;Aumentar por300.0%	; --%	;2	; --%	; --%	;29	;Aumentar por123.1%	;Aumentar por480.0%	;13	;Aumentar por225.0%	;Aumentar por1200.0%	;1	; --%	; --%	;3	; --%	; --%	;
520	;06/22 15:00 - 16:00	;0	; --%	; --%	;0	; --%	; --%	;3	;Aumentar por50.0%	;Aumentar por50.0%	;0	; --%	; --%	;19	;Aumentar por111.1%	;Aumentar por90.0%	;12	;Aumentar por100.0%	;Aumentar por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
521	;06/22 16:00 - 17:00	;0	; --%	; --%	;0	; --%	; --%	;7	;Aumentar por250.0%	;Aumentar por600.0%	;1	; --%	;Sin cambios	;23	;Aumentar por109.1%	;Aumentar por35.3%	;9	;Aumentar por80.0%	;Disminuir por18.2%	;0	; --%	;Disminuir por100.0%	;1	; --%	;Sin cambios	;
522	;06/22 17:00 - 18:00	;1	; --%	; --%	;0	;Disminuir por100.0%	; --%	;11	;Aumentar por450.0%	;Aumentar por266.7%	;4	;Aumentar por300.0%	;Aumentar por33.3%	;20	;Aumentar por17.6%	;Aumentar por17.6%	;15	;Aumentar por25.0%	;Aumentar por25.0%	;1	; --%	; --%	;1	; --%	; --%	;
523	;06/22 18:00 - 19:00	;0	; --%	; --%	;0	; --%	; --%	;11	;Aumentar por1000.0%	;Aumentar por1000.0%	;4	; --%	; --%	;13	;Disminuir por27.8%	;Aumentar por160.0%	;8	;Disminuir por27.3%	;Aumentar por100.0%	;1	; --%	; --%	;0	; --%	; --%	;
524	;06/22 19:00 - 20:00	;0	; --%	; --%	;0	; --%	; --%	;4	;Sin cambios	; --%	;1	; --%	; --%	;4	;Disminuir por78.9%	; --%	;5	;Disminuir por37.5%	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;
525	;06/22 20:00 - 21:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;2	;Disminuir por85.7%	; --%	;3	;Sin cambios	;Aumentar por200.0%	;0	; --%	; --%	;0	; --%	; --%	;
526	;06/22 21:00 - 22:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;2	;Disminuir por50.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
527	;06/22 22:00 - 23:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;1	;Disminuir por85.7%	;Disminuir por50.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
528	;06/22 23:00 - 24:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;4	;Disminuir por63.6%	;Aumentar por33.3%	;2	;Disminuir por60.0%	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;
529	;06/23 00:00 - 01:00	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;5	; --%	;Sin cambios	;2	; --%	;Aumentar por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
530	;06/23 01:00 - 02:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;9	; --%	;Aumentar por200.0%	;7	; --%	;Aumentar por600.0%	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;
531	;06/23 02:00 - 03:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;7	; --%	;Aumentar por250.0%	;2	; --%	;Aumentar por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
532	;06/23 03:00 - 04:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	;Sin cambios	;Sin cambios	;0	;Disminuir por100.0%	;Disminuir por100.0%	;2	; --%	; --%	;2	; --%	; --%	;
533	;06/23 04:00 - 05:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;
534	;06/23 05:00 - 06:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;2	;Aumentar por100.0%	;Disminuir por33.3%	;1	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
535	;06/23 06:00 - 07:00	;0	; --%	; --%	;0	; --%	; --%	;2	;Aumentar por100.0%	;Aumentar por100.0%	;2	;Aumentar por100.0%	; --%	;1	;Disminuir por75.0%	;Disminuir por50.0%	;0	;Disminuir por100.0%	; --%	;1	; --%	;Disminuir por50.0%	;1	; --%	;Disminuir por50.0%	;
536	;06/23 07:00 - 08:00	;0	; --%	;Disminuir por100.0%	;1	; --%	;Sin cambios	;7	;Aumentar por250.0%	;Aumentar por133.3%	;2	; --%	;Disminuir por33.3%	;15	;Aumentar por7.1%	;Aumentar por25.0%	;7	;Disminuir por12.5%	;Disminuir por12.5%	;4	;Aumentar por300.0%	;Aumentar por300.0%	;3	;Aumentar por200.0%	; --%	;
537	;06/23 08:00 - 09:00	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;13	;Aumentar por8.3%	;Aumentar por85.7%	;2	;Aumentar por100.0%	;Sin cambios	;26	;Disminuir por29.7%	;Aumentar por13.0%	;14	;Aumentar por7.7%	;Aumentar por75.0%	;2	; --%	;Disminuir por33.3%	;0	; --%	;Disminuir por100.0%	;
538	;06/23 09:00 - 10:00	;2	; --%	; --%	;1	; --%	; --%	;15	;Aumentar por114.3%	;Aumentar por7.1%	;4	;Aumentar por100.0%	;Aumentar por100.0%	;23	;Disminuir por4.2%	;Sin cambios	;13	;Disminuir por23.5%	;Disminuir por7.1%	;3	;Sin cambios	;Aumentar por50.0%	;4	;Aumentar por100.0%	;Aumentar por100.0%	;
539	;06/23 10:00 - 11:00	;1	;Sin cambios	; --%	;0	;Disminuir por100.0%	; --%	;19	;Aumentar por58.3%	;Disminuir por17.4%	;10	;Aumentar por100.0%	;Aumentar por150.0%	;24	;Disminuir por17.2%	;Aumentar por4.3%	;19	;Disminuir por13.6%	;Aumentar por5.6%	;6	;Aumentar por100.0%	;Aumentar por200.0%	;4	;Aumentar por33.3%	;Sin cambios	;
540	;06/23 11:00 - 12:00	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;30	;Aumentar por76.5%	;Aumentar por76.5%	;6	;Aumentar por50.0%	;Disminuir por25.0%	;36	;Disminuir por2.7%	;Aumentar por38.5%	;20	;Aumentar por5.3%	;Aumentar por53.8%	;4	;Aumentar por33.3%	;Aumentar por300.0%	;5	; --%	;Aumentar por66.7%	;
541	;06/23 12:00 - 13:00	;0	; --%	; --%	;0	; --%	; --%	;20	;Disminuir por9.1%	;Aumentar por53.8%	;7	;Sin cambios	;Disminuir por22.2%	;21	;Disminuir por30.0%	;Disminuir por8.7%	;15	;Disminuir por16.7%	;Disminuir por11.8%	;2	;Sin cambios	;Aumentar por100.0%	;2	;Disminuir por60.0%	;Disminuir por33.3%	;
542	;06/23 13:00 - 14:00	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;13	;Aumentar por8.3%	;Disminuir por13.3%	;3	;Aumentar por200.0%	;Disminuir por40.0%	;23	;Disminuir por43.9%	;Aumentar por15.0%	;11	;Disminuir por38.9%	;Aumentar por10.0%	;1	; --%	;Sin cambios	;2	; --%	;Disminuir por50.0%	;
543	;06/23 14:00 - 15:00	;1	; --%	;Sin cambios	;0	; --%	; --%	;9	;Disminuir por35.7%	;Disminuir por10.0%	;3	;Disminuir por25.0%	;Disminuir por57.1%	;24	;Disminuir por7.7%	;Aumentar por84.6%	;10	;Disminuir por28.6%	;Aumentar por11.1%	;1	; --%	; --%	;1	; --%	; --%	;
544	;06/23 15:00 - 16:00	;0	; --%	; --%	;1	; --%	; --%	;6	;Aumentar por100.0%	;Aumentar por100.0%	;0	;Disminuir por100.0%	; --%	;16	;Disminuir por44.8%	;Disminuir por11.1%	;11	;Disminuir por35.3%	;Aumentar por83.3%	;2	; --%	;Aumentar por100.0%	;0	; --%	; --%	;
545	;06/23 16:00 - 17:00	;0	; --%	; --%	;0	; --%	; --%	;7	;Disminuir por46.2%	;Disminuir por30.0%	;1	;Disminuir por75.0%	; --%	;22	;Disminuir por24.1%	;Aumentar por15.8%	;11	;Aumentar por10.0%	;Sin cambios	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;
546	;06/23 17:00 - 18:00	;0	; --%	; --%	;1	; --%	; --%	;4	;Disminuir por55.6%	;Aumentar por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;26	;Aumentar por4.0%	;Aumentar por52.9%	;21	;Sin cambios	;Aumentar por110.0%	;1	;Disminuir por50.0%	;Disminuir por50.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
547	;06/23 18:00 - 19:00	;1	; --%	; --%	;2	; --%	; --%	;4	;Disminuir por20.0%	;Aumentar por33.3%	;2	;Aumentar por100.0%	; --%	;12	;Disminuir por47.8%	;Aumentar por71.4%	;6	;Disminuir por53.8%	;Aumentar por20.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;
548	;06/23 19:00 - 20:00	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;1	;Disminuir por75.0%	;Disminuir por50.0%	;1	; --%	; --%	;9	;Disminuir por66.7%	;Aumentar por200.0%	;6	;Disminuir por57.1%	;Aumentar por500.0%	;0	; --%	; --%	;0	; --%	; --%	;
549	;06/23 20:00 - 21:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;2	;Disminuir por89.5%	; --%	;1	;Disminuir por87.5%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
550	;06/23 21:00 - 22:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	;Disminuir por100.0%	;1	;Disminuir por90.0%	;Sin cambios	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
551	;06/23 22:00 - 23:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	; --%	;
552	;06/23 23:00 - 24:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;1	;Disminuir por80.0%	; --%	;1	;Disminuir por50.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
553	;06/24 00:00 - 01:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;6	;Aumentar por200.0%	;Aumentar por500.0%	;5	;Aumentar por400.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
554	;06/24 01:00 - 02:00	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	;Disminuir por66.7%	;0	; --%	; --%	;5	; --%	;Disminuir por28.6%	;6	; --%	;Aumentar por50.0%	;0	; --%	; --%	;0	; --%	; --%	;
555	;06/24 02:00 - 03:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;11	; --%	;Aumentar por120.0%	;8	; --%	;Aumentar por60.0%	;0	; --%	; --%	;0	; --%	; --%	;
556	;06/24 03:00 - 04:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;5	;Aumentar por150.0%	;Aumentar por150.0%	;0	; --%	;Disminuir por100.0%	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;
557	;06/24 04:00 - 05:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;8	;Aumentar por300.0%	;Aumentar por700.0%	;4	; --%	;Aumentar por100.0%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;
558	;06/24 05:00 - 06:00	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;2	;Sin cambios	;Disminuir por33.3%	;2	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;
559	;06/24 06:00 - 07:00	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;5	;Aumentar por25.0%	;Aumentar por25.0%	;1	;Disminuir por66.7%	;Disminuir por66.7%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;2	; --%	;Aumentar por100.0%	;
560	;06/24 07:00 - 08:00	;1	; --%	;Sin cambios	;0	; --%	; --%	;4	;Sin cambios	;Aumentar por100.0%	;1	;Disminuir por50.0%	;Sin cambios	;6	;Disminuir por45.5%	;Sin cambios	;6	;Disminuir por25.0%	;Aumentar por200.0%	;3	; --%	; --%	;3	; --%	; --%	;
561	;06/24 08:00 - 09:00	;0	; --%	; --%	;1	; --%	; --%	;3	;Disminuir por75.0%	;Disminuir por66.7%	;0	;Disminuir por100.0%	; --%	;19	;Disminuir por34.5%	;Aumentar por58.3%	;9	;Disminuir por18.2%	;Aumentar por12.5%	;1	;Sin cambios	;Sin cambios	;1	; --%	; --%	;
562	;06/24 09:00 - 10:00	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;8	;Disminuir por52.9%	;Aumentar por33.3%	;1	;Disminuir por75.0%	;Disminuir por50.0%	;12	;Disminuir por20.0%	;Aumentar por9.1%	;9	;Disminuir por47.1%	;Aumentar por50.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
563	;06/24 10:00 - 11:00	;0	; --%	; --%	;0	; --%	; --%	;14	;Disminuir por26.3%	;Disminuir por17.6%	;1	;Disminuir por83.3%	;Disminuir por50.0%	;21	;Disminuir por19.2%	;Disminuir por27.6%	;10	;Disminuir por28.6%	;Disminuir por9.1%	;2	;Disminuir por50.0%	;Disminuir por50.0%	;1	;Disminuir por80.0%	;Disminuir por75.0%	;
564	;06/24 11:00 - 12:00	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;12	;Disminuir por52.0%	;Disminuir por47.8%	;1	;Disminuir por91.7%	;Disminuir por90.0%	;13	;Disminuir por48.0%	;Disminuir por59.4%	;10	;Disminuir por47.4%	;Disminuir por44.4%	;1	;Disminuir por75.0%	;Disminuir por50.0%	;1	;Disminuir por80.0%	;Disminuir por75.0%	;
565	;06/24 12:00 - 13:00	;0	; --%	; --%	;0	; --%	; --%	;10	;Disminuir por61.5%	;Sin cambios	;4	;Disminuir por55.6%	;Aumentar por300.0%	;23	;Sin cambios	;Sin cambios	;13	;Aumentar por18.2%	;Aumentar por8.3%	;1	;Disminuir por88.9%	;Disminuir por83.3%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;
566	;06/24 13:00 - 14:00	;0	; --%	; --%	;0	; --%	; --%	;5	;Disminuir por70.6%	;Disminuir por28.6%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;13	;Disminuir por48.0%	;Disminuir por27.8%	;8	;Disminuir por38.5%	;Aumentar por33.3%	;1	;Sin cambios	; --%	;1	; --%	; --%	;
567	;06/24 14:00 - 15:00	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;2	;Disminuir por86.7%	;Disminuir por50.0%	;0	;Disminuir por100.0%	; --%	;14	;Disminuir por39.1%	;Aumentar por55.6%	;9	;Sin cambios	;Aumentar por28.6%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;
568	;06/24 15:00 - 16:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;12	;Disminuir por52.0%	;Aumentar por9.1%	;11	;Disminuir por31.3%	;Aumentar por83.3%	;0	; --%	; --%	;0	; --%	; --%	;
569	;06/24 16:00 - 17:00	;0	; --%	; --%	;0	; --%	; --%	;3	;Disminuir por84.2%	;Sin cambios	;0	;Disminuir por100.0%	;Disminuir por100.0%	;16	;Disminuir por38.5%	;Disminuir por27.3%	;13	;Aumentar por18.2%	;Disminuir por7.1%	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;
570	;06/24 17:00 - 18:00	;0	; --%	; --%	;0	; --%	; --%	;3	;Disminuir por72.7%	;Disminuir por25.0%	;1	;Disminuir por75.0%	;Sin cambios	;19	;Disminuir por5.0%	;Disminuir por17.4%	;13	;Disminuir por40.9%	;Aumentar por44.4%	;1	; --%	; --%	;0	; --%	; --%	;
571	;06/24 18:00 - 19:00	;1	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por85.7%	;Disminuir por75.0%	;0	;Disminuir por100.0%	; --%	;11	;Disminuir por63.3%	;Aumentar por22.2%	;7	;Disminuir por41.7%	;Aumentar por40.0%	;0	; --%	; --%	;0	; --%	; --%	;
572	;06/24 19:00 - 20:00	;0	; --%	; --%	;0	; --%	; --%	;2	;Disminuir por75.0%	;Aumentar por100.0%	;0	;Disminuir por100.0%	; --%	;7	;Disminuir por79.4%	;Aumentar por600.0%	;8	;Disminuir por65.2%	;Aumentar por300.0%	;0	; --%	; --%	;0	; --%	; --%	;
573	;06/24 20:00 - 21:00	;0	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por80.0%	;Disminuir por50.0%	;0	; --%	; --%	;3	;Disminuir por86.4%	;Sin cambios	;2	;Disminuir por81.8%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
574	;06/24 21:00 - 22:00	;0	; --%	; --%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;0	; --%	; --%	;2	;Disminuir por85.7%	;Aumentar por100.0%	;2	;Aumentar por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
575	;06/24 22:00 - 23:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	;Disminuir por100.0%	; --%	;1	;Disminuir por75.0%	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;
576	;06/24 23:00 - 24:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por75.0%	;Disminuir por50.0%	;2	;Aumentar por100.0%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
577	;06/25 00:00 - 01:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	;Disminuir por100.0%	;8	; --%	;Aumentar por14.3%	;2	; --%	;Disminuir por60.0%	;0	; --%	; --%	;0	; --%	; --%	;
578	;06/25 01:00 - 02:00	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	;Sin cambios	;0	; --%	; --%	;3	; --%	;Disminuir por40.0%	;5	; --%	;Aumentar por66.7%	;0	; --%	; --%	;0	; --%	; --%	;
579	;06/25 02:00 - 03:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;7	; --%	;Aumentar por250.0%	;4	; --%	;Aumentar por300.0%	;1	; --%	; --%	;0	; --%	; --%	;
580	;06/25 03:00 - 04:00	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	; --%	;0	; --%	; --%	;2	; --%	;Disminuir por33.3%	;0	; --%	; --%	;2	; --%	;Aumentar por100.0%	;2	; --%	;Aumentar por100.0%	;
581	;06/25 04:00 - 05:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;2	; --%	;Sin cambios	;1	; --%	;Sin cambios	;0	; --%	; --%	;0	; --%	; --%	;
582	;06/25 05:00 - 06:00	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;1	; --%	;Sin cambios	;2	; --%	; --%	;0	; --%	; --%	;0	; --%	; --%	;
583	;06/25 06:00 - 07:00	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;0	; --%	;Disminuir por100.0%	;2	; --%	; --%	;2	; --%	;Sin cambios	;0	; --%	;Disminuir por100.0%	;2	; --%	;Sin cambios	;2	; --%	;Aumentar por100.0%	;
584	;06/25 07:00 - 08:00	;0	; --%	; --%	;0	; --%	; --%	;7	; --%	;Aumentar por133.3%	;2	; --%	;Aumentar por100.0%	;9	; --%	;Disminuir por50.0%	;6	; --%	;Disminuir por14.3%	;4	; --%	; --%	;4	; --%	; --%	;
585	;06/25 08:00 - 09:00	;0	; --%	; --%	;0	; --%	; --%	;10	; --%	;Aumentar por25.0%	;1	; --%	;Sin cambios	;26	; --%	;Disminuir por7.1%	;12	; --%	;Aumentar por9.1%	;0	; --%	;Disminuir por100.0%	;1	; --%	;Sin cambios	;
586	;06/25 09:00 - 10:00	;1	; --%	; --%	;0	; --%	; --%	;8	; --%	;Disminuir por52.9%	;3	; --%	;Disminuir por40.0%	;21	; --%	;Aumentar por75.0%	;7	; --%	;Disminuir por50.0%	;5	; --%	;Aumentar por150.0%	;2	; --%	;Sin cambios	;
587	;06/25 10:00 - 11:00	;0	; --%	; --%	;0	; --%	; --%	;21	; --%	;Aumentar por16.7%	;2	; --%	;Disminuir por71.4%	;29	; --%	;Aumentar por61.1%	;16	; --%	;Aumentar por33.3%	;4	; --%	;Disminuir por42.9%	;3	; --%	;Disminuir por57.1%	;
588	;06/25 11:00 - 12:00	;2	; --%	; --%	;1	; --%	; --%	;25	; --%	;Sin cambios	;9	; --%	;Aumentar por28.6%	;26	; --%	;Sin cambios	;17	; --%	;Aumentar por6.3%	;3	; --%	;Aumentar por200.0%	;3	; --%	;Aumentar por50.0%	;
589	;06/25 12:00 - 13:00	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;18	; --%	;Aumentar por125.0%	;6	; --%	;Aumentar por50.0%	;24	; --%	;Aumentar por26.3%	;17	; --%	;Aumentar por70.0%	;7	; --%	;Aumentar por133.3%	;4	; --%	;Aumentar por33.3%	;
590	;06/25 13:00 - 14:00	;2	; --%	; --%	;0	; --%	; --%	;15	;Aumentar por275.0%	;Disminuir por11.8%	;3	;Aumentar por50.0%	;Disminuir por40.0%	;25	;Aumentar por400.0%	;Sin cambios	;10	;Aumentar por233.3%	;Aumentar por11.1%	;0	; --%	;Disminuir por100.0%	;3	; --%	;Aumentar por200.0%	;
591	;06/25 14:00 - 15:00	;1	;Sin cambios	; --%	;0	; --%	; --%	;10	;Aumentar por66.7%	;Sin cambios	;0	;Disminuir por100.0%	;Disminuir por100.0%	;15	;Disminuir por21.1%	;Aumentar por50.0%	;7	;Disminuir por41.7%	;Disminuir por22.2%	;0	;Disminuir por100.0%	; --%	;0	;Disminuir por100.0%	; --%	;
592	;06/25 15:00 - 16:00	;0	; --%	; --%	;0	; --%	; --%	;1	;Disminuir por85.7%	;Disminuir por75.0%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;18	;Disminuir por35.7%	;Disminuir por14.3%	;7	;Disminuir por50.0%	;Disminuir por22.2%	;1	;Disminuir por50.0%	; --%	;1	;Disminuir por50.0%	; --%	;
593	;06/25 16:00 - 17:00	;0	; --%	; --%	;0	; --%	; --%	;7	;Disminuir por36.4%	;Aumentar por75.0%	;1	;Sin cambios	; --%	;18	;Disminuir por30.8%	;Disminuir por28.0%	;11	;Disminuir por26.7%	;Disminuir por8.3%	;1	; --%	; --%	;1	; --%	;Sin cambios	;
594	;06/25 17:00 - 18:00	;0	; --%	;Disminuir por100.0%	;0	; --%	; --%	;6	;Disminuir por53.8%	;Aumentar por200.0%	;1	;Disminuir por75.0%	;Disminuir por66.7%	;21	;Disminuir por27.6%	;Aumentar por61.5%	;15	;Disminuir por28.6%	;Disminuir por11.8%	;0	;Disminuir por100.0%	;Disminuir por100.0%	;0	;Disminuir por100.0%	; --%	;
