N.º	;Hora	;Personas	; 	; 	; 	; 	; 	;Vehículos a motor	; 	; 	; 	; 	; 	;Vehículos sin motor	;
	;	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	; 	; 	;Avanzar	; 	; 	;Retroceso	;
	;	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;Valor	;Tasa de cambio (ciclo tras ciclo)	;Tasa de cambio (año tras año)	;
60	;(Jueves)2026/01/29	;342	;Disminuir por91.1%	; --%	;157	;Disminuir por93.6%	; --%	;2	;Disminuir por50.0%	; --%	;30	;Aumentar por3.4%	; --%	;9	;Disminuir por66.7%	; --%	;19	;Disminuir por71.2%	; --%	;
61	;(Viernes)2026/01/30	;483	;Disminuir por85.0%	; --%	;193	;Disminuir por90.2%	; --%	;2	;Disminuir por33.3%	; --%	;43	;Disminuir por15.7%	; --%	;14	;Disminuir por86.3%	; --%	;32	;Disminuir por80.2%	; --%	;
62	;(Sábado)2026/01/31	;742	;Disminuir por80.7%	; --%	;240	;Disminuir por89.7%	; --%	;1	;Disminuir por90.9%	; --%	;19	;Disminuir por59.6%	; --%	;5	;Disminuir por94.3%	; --%	;20	;Disminuir por83.6%	; --%	;
63	;(Domingo)2026/02/01	;749	;Disminuir por84.7%	; --%	;240	;Disminuir por91.5%	; --%	;0	;Disminuir por100.0%	; --%	;18	;Disminuir por83.8%	; --%	;17	;Disminuir por91.6%	; --%	;21	;Disminuir por94.2%	; --%	;
64	;(Lunes)2026/02/02	;229	;Disminuir por97.3%	; --%	;118	;Disminuir por97.8%	; --%	;1	;Sin cambios	; --%	;45	;Sin cambios	; --%	;5	;Disminuir por90.4%	; --%	;28	;Disminuir por62.7%	; --%	;
65	;(Martes)2026/02/03	;321	;Disminuir por94.6%	; --%	;184	;Disminuir por94.5%	; --%	;2	;Disminuir por33.3%	; --%	;42	;Aumentar por121.1%	; --%	;15	;Disminuir por84.5%	; --%	;32	;Disminuir por74.6%	; --%	;
66	;(Miércoles)2026/02/04	;325	;Disminuir por95.3%	; --%	;225	;Disminuir por95.2%	; --%	;1	;Disminuir por88.9%	; --%	;50	;Disminuir por13.8%	; --%	;11	;Disminuir por89.6%	; --%	;29	;Disminuir por78.0%	; --%	;
67	;(Jueves)2026/02/05	;348	;Disminuir por94.3%	; --%	;179	;Disminuir por95.2%	; --%	;4	;Disminuir por42.9%	; --%	;50	;Aumentar por8.7%	; --%	;8	;Disminuir por91.1%	; --%	;22	;Disminuir por84.9%	; --%	;
68	;(Viernes)2026/02/06	;418	;Disminuir por84.7%	; --%	;150	;Disminuir por89.5%	; --%	;2	;Disminuir por94.7%	; --%	;48	;Disminuir por40.7%	; --%	;11	;Disminuir por78.8%	; --%	;33	;Disminuir por68.0%	; --%	;
69	;(Sábado)2026/02/07	;915	; --%	; --%	;382	; --%	; --%	;1	; --%	; --%	;26	; --%	; --%	;10	; --%	; --%	;24	; --%	; --%	;
70	;(Domingo)2026/02/08	;720	;Disminuir por86.9%	; --%	;219	;Disminuir por93.4%	; --%	;1	;Sin cambios	; --%	;18	;Disminuir por37.9%	; --%	;20	;Disminuir por59.2%	; --%	;22	;Disminuir por68.6%	; --%	;
71	;(Lunes)2026/02/09	;274	;Disminuir por96.3%	; --%	;126	;Disminuir por97.2%	; --%	;2	;Aumentar por100.0%	; --%	;44	;Aumentar por41.9%	; --%	;10	;Disminuir por86.3%	; --%	;30	;Disminuir por69.1%	; --%	;
72	;(Martes)2026/02/10	;429	;Disminuir por92.8%	; --%	;193	;Disminuir por95.0%	; --%	;1	;Sin cambios	; --%	;49	;Aumentar por172.2%	; --%	;13	;Disminuir por85.6%	; --%	;42	;Disminuir por70.0%	; --%	;
73	;(Miércoles)2026/02/11	;296	;Disminuir por93.5%	; --%	;112	;Disminuir por96.2%	; --%	;3	;Aumentar por200.0%	; --%	;42	;Disminuir por8.7%	; --%	;24	;Disminuir por82.5%	; --%	;36	;Disminuir por68.1%	; --%	;
74	;(Jueves)2026/02/12	;401	;Disminuir por89.4%	; --%	;145	;Disminuir por93.2%	; --%	;2	;Disminuir por92.9%	; --%	;43	;Disminuir por41.1%	; --%	;13	;Disminuir por76.8%	; --%	;27	;Disminuir por74.8%	; --%	;
75	;(Viernes)2026/02/13	;422	;Disminuir por91.5%	; --%	;184	;Disminuir por94.1%	; --%	;3	;Sin cambios	; --%	;53	;Disminuir por15.9%	; --%	;5	;Disminuir por91.2%	; --%	;22	;Disminuir por79.6%	; --%	;
76	;(Sábado)2026/02/14	;449	;Disminuir por92.0%	; --%	;187	;Disminuir por94.7%	; --%	;3	;Disminuir por50.0%	; --%	;21	;Disminuir por64.4%	; --%	;0	;Disminuir por100.0%	; --%	;7	;Disminuir por95.3%	; --%	;
77	;(Domingo)2026/02/15	;1186	;Disminuir por82.9%	; --%	;290	;Disminuir por93.8%	; --%	;2	;Disminuir por33.3%	; --%	;17	;Disminuir por67.3%	; --%	;3	;Disminuir por96.1%	; --%	;21	;Disminuir por88.3%	; --%	;
78	;(Lunes)2026/02/16	;425	;Disminuir por95.6%	; --%	;179	;Disminuir por97.0%	; --%	;2	;Disminuir por33.3%	; --%	;49	;Aumentar por58.1%	; --%	;17	;Disminuir por74.6%	; --%	;37	;Disminuir por71.3%	; --%	;
79	;(Martes)2026/02/17	;610	;Disminuir por91.3%	; --%	;261	;Disminuir por94.3%	; --%	;1	;Disminuir por50.0%	; --%	;46	;Aumentar por84.0%	; --%	;16	;Disminuir por70.9%	; --%	;30	;Disminuir por68.8%	; --%	;
